Well	Plane	Timepoint	Cell Selected - Number of Objects	Cell Selected - Total Spot Area - Mean per Well	Cell Selected - Number of Spots - Mean per Well	Cell Selected - Relative Spot Intensity - Mean per Well	Cell Selected - Number of Spots per Area of Cytoplasm - Mean per Well	Cell Selected - Intensity Cytoplasm Mean - Mean per Well	Spots Selected - Number of Objects	Spots Selected - Relative Spot  Intensity - Mean per Well	Spots Selected - Corrected Spot  Intensity - Mean per Well	Spots Selected - Spot Area [px²] - Mean per Well	Spots Selected - Intensity Spot Mean - Mean per Well	Number of Analyzed Fields	Height [µm]	Time [s]	Compound	Concentration	Cell Type	Cell Count	
A01	1	0	2066	122.231364956	4.70038722168	0.0534845225493	0.00705384008872	2412.57425197	10511	0.146510596663	658.240374792	26.2086385691	4179.26543847	4	0	0					
A02	1	0	2202	7.04405086285	0.208446866485	0.00287233069015	0.000263759608204	1112.80212976	512	0.133716452606	387.954107747	34.076171875	2367.97449214	4	0	0					
A03	1	0	2050	66.1468292683	2.69073170732	0.0224050570687	0.00381783754788	1507.44992047	5895	0.130783982177	362.548634511	24.8687022901	2599.94580354	4	0	0					
A04	1	0	1342	102.581967213	3.86438152012	0.0422609174198	0.00533849603365	1470.8377798	5668	0.145550007257	450.889579468	26.8881439661	2838.42282675	4	0	0					
A05	1	0	2122	9.527332705	0.290292177191	0.00371293420567	0.000387221578022	998.669093641	669	0.128047481012	331.654983359	33.1031390135	2130.45656405	4	0	0					
A06	1	0	2229	15.6451323463	0.450874831763	0.00536499380894	0.000574923417993	1024.62304432	1082	0.125506480862	318.229268392	35.2116451017	2094.92402418	4	0	0					
A07	1	0	1868	9.75535331906	0.21948608137	0.00444520987559	0.000294263226606	1020.90806305	445	0.140922301503	443.004447656	43.6674157303	2480.64410568	4	0	0					
A08	1	0	1607	9.50715619166	0.228998133167	0.00309335336111	0.000265475155306	1141.00332603	402	0.132682553209	390.918798913	42.1094527363	2416.60673082	4	0	0					
A09	1	0	1377	139.730573711	4.61147421932	0.08157517573	0.00731270075969	3089.0200369	6881	0.156969474219	1023.06136732	30.6404592356	6029.64901933	4	0	0					
A10	1	0	1937	8.59266907589	0.256066081569	0.00367768241339	0.000311072110311	1079.31155886	545	0.135479539709	415.76497132	34.1834862385	2399.80547118	4	0	0					
A11	1	0	957	38.21107628	1.16091954023	0.00730578091721	0.000974577808865	1156.44198944	1190	0.118175514837	240.136759888	33.6033613445	1794.03257641	4	0	0					
A12	1	0	2532	6.93601895735	0.19747235387	0.00236524560939	0.000254457583122	1005.3031582	540	0.123641359947	289.316970192	35.5462962963	1946.2979489	4	0	0					
A13	1	0	2294	6.04664341761	0.170444638187	0.00224881663908	0.00020841532822	1181.82486048	427	0.134667529621	398.647679423	35.9320843091	2447.69786084	4	0	0					
A14	1	0	2143	7.6486234251	0.239850676622	0.00246793414621	0.000296721637102	1253.13783911	555	0.126303350825	357.462300199	32.3243243243	2417.98747801	4	0	0					
A15	1	0	2365	6.42494714588	0.171670190275	0.00207340519808	0.00022411223079	1073.54170609	433	0.119681807875	293.02391765	37.9076212471	2057.16002875	4	0	0					
A16	1	0	2328	8.99828178694	0.274914089347	0.00370986648609	0.000359048945671	1020.70918807	696	0.127656487971	354.61514962	32.7988505747	2246.47328794	4	0	0					
A17	1	0	1989	44.6324786325	1.5520361991	0.0136187718335	0.00203446304541	1149.87059102	3286	0.122862866305	279.780644389	29.1159464394	2074.80056057	4	0	0					
A18	1	0	2072	11.9555984556	0.410231660232	0.00332052463777	0.000502535358612	1048.695669	919	0.119950923348	263.558202818	29.8552774755	1944.70609432	4	0	0					
A19	1	0	2026	8.74383020731	0.277887462981	0.00268432029352	0.000336031493024	961.534642126	608	0.124462844175	281.323432171	32.4391447368	1958.39430465	4	0	0					
A20	1	0	2053	9.22113979542	0.267413541159	0.00321720050185	0.000318532163306	1014.25955451	601	0.125023983371	356.475514854	34.9034941764	2242.79920751	4	0	0					
A21	1	0	2048	11.330078125	0.38427734375	0.00432717475157	0.00048634530809	999.091625966	866	0.127959412766	331.22281255	29.3983833718	2130.12918673	4	0	0					
A22	1	0	1989	8.50930115636	0.260432378079	0.00327401232318	0.000364670869619	926.916487632	552	0.12787315725	284.866787988	32.8369565217	1876.41888173	4	0	0					
A23	1	0	1796	112.683741648	4.81514476615	0.0483957936854	0.00681217938217	1532.43838954	9357	0.150244832892	454.744606759	23.5967724698	2784.7748704	4	0	0					
A24	1	0	2034	9.66273352999	0.325958702065	0.00341390410513	0.000398099969261	959.409813175	701	0.128230666403	299.881703723	30.0356633381	1977.56490823	4	0	0					
B01	1	0	2130	118.169014085	5.0544600939	0.055635540398	0.00731118320394	1614.501771	11685	0.153332639937	495.248989395	23.7589216945	2985.19966242	4	0	0					
B02	1	0	2153	8.20204366001	0.254528564793	0.0032309649016	0.000318727125689	1066.88061718	583	0.12762269208	365.216862208	32.6003430532	2348.28154364	4	0	0					
B03	1	0	2049	9.18155197657	0.309419228892	0.00357702169886	0.000415638053795	957.705793313	680	0.123864050592	296.102755346	29.8102941176	2031.53778418	4	0	0					
B04	1	0	2021	12.0999505195	0.412666996536	0.00393324809393	0.000512322059117	1026.24590793	915	0.122053373863	332.670346879	29.6666666667	2319.29740879	4	0	0					
B05	1	0	2136	10.4630149813	0.308520599251	0.00377567206026	0.000388557354761	957.783519194	729	0.129774181423	334.920430009	34.4224965706	2094.80912948	4	0	0					
B06	1	0	2089	8.97989468645	0.303015797032	0.00374701838186	0.000380482799023	1102.44445547	698	0.130443581443	378.68391628	29.946991404	2426.44146708	4	0	0					
B07	1	0	1973	108.003547897	4.19006588951	0.0555209710454	0.00632455900458	1851.34236972	8936	0.151264742111	605.914357672	25.9336392122	3706.50620586	4	0	0					
B08	1	0	2080	11.9543269231	0.375480769231	0.00359517371729	0.000454342942234	1079.13659293	858	0.12413990445	289.026202326	32.4207459207	2024.8645631	4	0	0					
B09	1	0	1978	7.71031344793	0.216885743175	0.00313631707355	0.000266441007947	1044.97803477	472	0.133160481896	407.993349358	36.031779661	2386.7904276	4	0	0					
B10	1	0	1937	7.44966442953	0.235931853382	0.00255034461961	0.000293584606372	1046.47782699	518	0.126641182644	330.107848488	32.167953668	2261.69076517	4	0	0					
B11	1	0	1674	10.6851851852	0.397849462366	0.00567795879182	0.000507349662439	3088.41677864	758	0.155372740818	1150.45789815	26.7915567282	6250.24305337	4	0	0					
B12	1	0	1926	9.98078920042	0.285046728972	0.0036544312351	0.000420286642876	1011.65223326	595	0.121835472403	285.04615926	35.0974789916	1936.20125423	4	0	0					
B13	1	0	1958	7.68232890705	0.226251276813	0.00272402048882	0.000284072629972	1216.12541251	495	0.125161057228	373.131002986	34.0262626263	2595.35855567	4	0	0					
B14	1	0	2038	8.46516192345	0.275269872424	0.00327398700519	0.000338856588017	968.950542654	610	0.127418206202	332.414162797	30.7475409836	2110.49624102	4	0	0					
B15	1	0	2092	9.05019120459	0.274378585086	0.0031491614977	0.000320857643298	1016.78746668	624	0.126393790336	348.369896395	33.9310897436	2167.60403764	4	0	0					
B16	1	0	1714	9.16802800467	0.251458576429	0.00374408612328	0.000351934842873	955.522470859	461	0.131655046127	295.648536216	36.1973969631	1946.55246215	4	0	0					
B17	1	0	1932	8.89906832298	0.275362318841	0.00342904932181	0.000341899353317	991.190780778	580	0.125640031759	347.127039216	32.4189655172	2150.5904348	4	0	0					
B18	1	0	1933	13.7822038282	0.424211070874	0.00412004081445	0.000515078549663	1069.37837963	874	0.123385119208	293.373171845	32.5652173913	2103.09540731	4	0	0					
B19	1	0	2040	12.2828431373	0.436764705882	0.00399410775619	0.000544444494995	970.373922458	961	0.124092437001	277.277067933	28.1727367326	1894.06203335	4	0	0					
B20	1	0	1916	10.740605428	0.375782881002	0.00334314342871	0.000436354951031	1011.9841444	780	0.123223678677	290.509665685	28.9025641026	2013.19578188	4	0	0					
B21	1	0	2006	10.1575274177	0.321535393819	0.00364049274884	0.000401991866164	958.635556736	733	0.120079760457	321.151331346	31.7858117326	2154.4418835	4	0	0					
B22	1	0	2086	10.4242569511	0.340843720038	0.00419401442247	0.000423198941163	972.748391176	774	0.129899924376	380.556232474	30.6369509044	2265.41684178	4	0	0					
B23	1	0	2007	96.6402590932	4.30842052815	0.0361673318163	0.0058384364191	1422.19642397	9354	0.143603400472	386.24364318	22.6343810135	2481.90914656	4	0	0					
B24	1	0	2117	8.39726027397	0.24468587624	0.00343689801911	0.000305685143088	1058.81644576	569	0.136319626901	458.0074533	34.6766256591	2627.57982124	4	0	0					
C01	1	0	2277	121.079490558	4.71805006588	0.0544869168597	0.00674736475979	1653.2006808	11636	0.151179001184	489.615443564	25.8559642489	2975.91295246	4	0	0					
C02	1	0	2371	10.342049768	0.299029945171	0.00330113971811	0.000376891650382	969.920994995	788	0.120681208232	267.716771302	34.2868020305	1913.39639721	4	0	0					
C03	1	0	553	4.27305605787	0.117540687161	0.00152194494707	0.000148906985247	860.10614979	80	0.145048034472	287.569253816	35.7125	1800.45774172	4	0	0					
C04	1	0	1869	10.4333868379	0.269662921348	0.00377572377836	0.000305871236502	1069.65254656	547	0.127787523992	349.793631033	39.0219378428	2251.07659101	4	0	0					
C05	1	0	2071	9.72139063254	0.258812168035	0.0031945916021	0.000302717781382	967.822807551	577	0.127082602161	339.701632059	37.8613518198	2240.80772154	4	0	0					
C06	1	0	2070	9.60338164251	0.317391304348	0.00354833132342	0.000388482640959	945.915329209	708	0.12506887356	316.565483948	30.2076271186	2035.51501105	4	0	0					
