Well,Plane,Timepoint,Cell Selected - Number of Objects,Cell Selected - Total Spot Area - Mean per Well,Cell Selected - Number of Spots - Mean per Well,Cell Selected - Relative Spot Intensity - Mean per Well,Cell Selected - Number of Spots per Area of Cytoplasm - Mean per Well,Cell Selected - Intensity Cytoplasm Mean - Mean per Well,Spots Selected - Number of Objects,Spots Selected - Relative Spot  Intensity - Mean per Well,Spots Selected - Corrected Spot  Intensity - Mean per Well,Spots Selected - Spot Area [px²] - Mean per Well,Spots Selected - Intensity Spot Mean - Mean per Well,Number of Analyzed Fields,Height [µm],Time [s],Compound,Concentration,Cell Type,Cell Count,
A01,1,0,2128,117.662593985,4.55780075188,0.0451296799344,0.00612153894058,1804.49012771,10433,0.147227152202,512.043234968,26.0347934439,3203.16361546,4,0,0,,,,,
A02,1,0,2179,11.9233593391,0.339605323543,0.00487034162961,0.000418426844312,1021.40725124,804,0.134923516582,373.713204062,34.9788557214,2249.56687546,4,0,0,,,,,
A03,1,0,2237,11.0295037997,0.398748323648,0.00305682165016,0.000483828740208,955.25758667,959,0.11675509686,228.955070048,28.3211678832,1706.12073775,4,0,0,,,,,
A04,1,0,2509,10.6472698286,0.371861299322,0.00291665501637,0.000452820330548,970.189279735,1019,0.121834940254,240.291317252,29.1854759568,1723.37536284,4,0,0,,,,,
A05,1,0,2328,10.7156357388,0.310567010309,0.00331691325917,0.000383886540123,988.004698698,771,0.12008987396,272.26433806,34.5071335927,1866.35637711,4,0,0,,,,,
A06,1,0,2361,9.87208809826,0.287166454892,0.00317023693941,0.000396020313542,954.141697921,747,0.121292452285,253.929763238,34.4578313253,1782.89421198,4,0,0,,,,,
A07,1,0,2197,12.3773327264,0.362767410105,0.00357329029253,0.000448232479846,1019.57488464,859,0.120263697505,259.489391702,34.6519208382,1847.04332972,4,0,0,,,,,
A08,1,0,2253,15.3093652907,0.492676431425,0.00457588965922,0.000612844409192,1073.44178222,1208,0.122724283116,318.179485794,32.4362582781,2199.89492544,4,0,0,,,,,
A09,1,0,2303,10.074250977,0.306556665219,0.00298321639201,0.000371468251449,1008.65021385,762,0.119601890167,262.236918925,33.2664041995,1834.61665801,4,0,0,,,,,
A10,1,0,2223,10.8825910931,0.320287899235,0.00377112691776,0.000411624345854,1040.62703154,753,0.1261217606,304.896289786,34.6852589641,1986.98152587,4,0,0,,,,,
A11,1,0,2106,7.68660968661,0.202754036087,0.00249398762242,0.000252198962495,1021.9135091,456,0.126947782763,319.022692938,38.8815789474,2037.15820369,4,0,0,,,,,
A12,1,0,2130,39.0779342723,1.51690140845,0.0114021682759,0.00190517988232,1177.05403763,3483,0.124705692743,287.361771353,26.0657479185,2134.4662706,4,0,0,,,,,
A13,1,0,2322,9.43841515935,0.301033591731,0.00330619672113,0.000392153746686,1121.63118699,753,0.125123727247,327.484466332,31.5444887118,2213.82488835,4,0,0,,,,,
A14,1,0,2329,5.55689136969,0.153284671533,0.00206738536842,0.000202845203126,1203.91407311,394,0.128967215459,426.450601567,37.6827411168,2504.84990684,4,0,0,,,,,
A15,1,0,2339,24.3044035913,0.848225737495,0.00670009283963,0.00109988990051,1106.29229519,2142,0.12004113514,253.188984128,28.7016806723,1956.05177765,4,0,0,,,,,
A16,1,0,2370,8.80210970464,0.270042194093,0.00308961377372,0.000357255011498,1081.80526262,672,0.125444617092,311.587015478,32.4285714286,2093.11587456,4,0,0,,,,,
A17,1,0,2255,9.52549889135,0.292239467849,0.00310155799261,0.000357091721682,1056.9231861,717,0.124549906239,280.648790881,33.1046025105,1911.43026108,4,0,0,,,,,
A18,1,0,2487,8.75432247688,0.263369521512,0.00269083396235,0.000342045556999,1024.64222283,704,0.119802217651,263.190664619,33.1931818182,1883.24923811,4,0,0,,,,,
A19,1,0,2287,8.76257105378,0.269348491474,0.00312151845947,0.000343682721687,978.630880902,668,0.126088975321,323.486397418,33.0299401198,2035.46862056,4,0,0,,,,,
A20,1,0,2223,10.0481331534,0.309041835358,0.00305706457582,0.000397927196039,959.8649769,752,0.118977402911,238.827165186,32.8364361702,1729.59105295,4,0,0,,,,,
A21,1,0,2094,10.4250238777,0.305157593123,0.00328574680405,0.000366914550857,980.058158389,694,0.117495957911,253.05822096,34.378962536,1816.92709485,4,0,0,,,,,
A22,1,0,2389,11.2339891168,0.337798241942,0.00350463966544,0.000423084675133,941.281881929,864,0.120238192545,261.12821836,33.5671296296,1861.07775606,4,0,0,,,,,
A23,1,0,2027,129.533793784,5.8327577701,0.059671262078,0.00801496062335,1661.874033,12798,0.156905526412,528.29323183,22.3987341772,3110.36471624,4,0,0,,,,,
A24,1,0,2091,11.7977044476,0.370636059302,0.00377827451505,0.000461789735981,933.936134307,835,0.121973614295,246.203879571,31.6155688623,1723.44886515,4,0,0,,,,,
B01,1,0,2107,149.615567157,5.79639297579,0.0732906616918,0.00819669609875,1987.36623391,13173,0.15983419872,630.508161096,25.9489865634,3626.50603791,4,0,0,,,,,
B02,1,0,2305,10.8438177874,0.346203904555,0.00358848170072,0.00043155197223,1005.55021482,859,0.122135187082,279.017879343,31.641443539,1947.9207366,4,0,0,,,,,
B03,1,0,2321,9.91469194313,0.350280051702,0.0031894248089,0.000461184121569,1003.49729884,870,0.121143441605,258.562951656,28.5540229885,1872.24237314,4,0,0,,,,,
B04,1,0,2215,9.03566591422,0.290293453725,0.00299519736778,0.000395138933716,1031.04382507,708,0.117492393511,261.805698373,31.2203389831,1933.31623654,4,0,0,,,,,
B05,1,0,2151,9.55230125523,0.28079962808,0.00279506214581,0.000342519464399,1051.42538814,658,0.121189597478,285.760741702,34.0714285714,1980.95360723,4,0,0,,,,,
B06,1,0,2131,10.3618019709,0.302674800563,0.00286852355728,0.000368406430839,1037.70316758,704,0.121854279645,274.388937542,34.7485795455,1927.3119425,4,0,0,,,,,
B07,1,0,2268,10.5145502646,0.351851851852,0.00314566635574,0.000436130515881,1025.77613299,870,0.117855203148,263.041113636,29.9908045977,1900.63362881,4,0,0,,,,,
B08,1,0,2138,9.77128157156,0.298877455566,0.00272625663935,0.000378380458729,1027.08632365,686,0.11824846543,245.09068322,33.0801749271,1846.10547033,4,0,0,,,,,
B09,1,0,2124,8.74435028249,0.247175141243,0.00300121329259,0.00035360691896,1044.44108263,551,0.121851536892,280.204162418,35.4083484574,1938.63485434,4,0,0,,,,,
B10,1,0,2154,38.7376973073,1.5199628598,0.0118537234198,0.00204110355264,1181.69401756,3571,0.124883375509,274.103244456,25.6535984318,2030.38889159,4,0,0,,,,,
B11,1,0,2100,14.9904761905,0.488095238095,0.00424165875734,0.000591123561372,1060.550029,1123,0.119087084388,258.66955552,31.0845948353,1927.44725612,4,0,0,,,,,
B12,1,0,2289,8.57579729139,0.230668414155,0.00289243804202,0.000284538796285,1056.96414619,569,0.123360998896,323.460121924,37.5676625659,2156.57972133,4,0,0,,,,,
B13,1,0,2191,33.609310817,1.28571428571,0.00886023512634,0.0015733392975,1170.71966235,3025,0.121077922248,264.15137837,26.3804958678,1988.66939016,4,0,0,,,,,
B14,1,0,1354,132.768833087,4.57976366322,0.0652842130599,0.00706851421351,1956.86626179,6583,0.148101042505,561.331833627,29.3018380678,3581.33655927,4,0,0,,,,,
B15,1,0,2214,9.80397470641,0.301716350497,0.00296159651969,0.000395460232569,1012.01166079,718,0.119426549694,255.336112116,32.778551532,1883.46466214,4,0,0,,,,,
B16,1,0,2133,10.4903891233,0.319737458978,0.00257662585195,0.000373104564199,957.416242034,736,0.115908821532,219.455204295,32.9904891304,1664.10627802,4,0,0,,,,,
B17,1,0,1088,76.3134191176,2.26470588235,0.0475211164372,0.00466555884139,1407.99888843,2609,0.150482251022,430.979340089,34.0663089306,2652.09736281,4,0,0,,,,,
B18,1,0,2173,8.87896916705,0.293603313392,0.00284659768317,0.000377980061558,995.145455487,685,0.120076806607,283.325902724,30.5664233577,2055.25853003,4,0,0,,,,,
B19,1,0,2191,8.74075764491,0.298037425833,0.00247339446483,0.000376257594186,1107.39697892,702,0.117914209728,261.38416168,29.3760683761,1986.40756656,4,0,0,,,,,
B20,1,0,2243,9.02897904592,0.271957200178,0.00257517222805,0.000345079797928,969.124171198,641,0.118595296432,232.807381303,33.8424336973,1725.53514957,4,0,0,,,,,
B21,1,0,2249,33.7718986216,1.39795464651,0.00903142605387,0.00175924011124,1030.76860147,3330,0.122544172771,229.444399936,24.3195195195,1762.73359729,4,0,0,,,,,
B22,1,0,2105,38.6817102138,1.59144893112,0.00964287792807,0.00189523892735,993.227093733,3635,0.12060017588,214.164928577,24.3147180193,1659.25026548,4,0,0,,,,,
B23,1,0,2071,111.344278127,5.20280057943,0.0448961800027,0.00695972668037,1378.7904039,11636,0.14978978781,408.099489776,21.6700756274,2520.59067299,4,0,0,,,,,
B24,1,0,2092,11.9631931166,0.386233269598,0.00380831125998,0.000482946845226,891.109094145,879,0.124717414476,242.44873218,31.8054607509,1670.52716301,4,0,0,,,,,
C01,1,0,2219,138.247859396,5.37359170798,0.0678778973168,0.00783531588873,1957.82800329,12890,0.157201111165,614.933643766,26.0029480217,3610.49955103,4,0,0,,,,,
C02,1,0,2370,11.3848101266,0.37552742616,0.00369448914688,0.000480509124138,970.824362605,958,0.119378416465,259.403761969,30.388308977,1852.94256699,4,0,0,,,,,
C03,1,0,2474,12.6224737268,0.384397736459,0.00371021736868,0.00046297187683,1011.73208159,1037,0.12111661944,260.506485296,33.1031822565,1830.41793699,4,0,0,,,,,
C04,1,0,2449,9.82155982033,0.291547570437,0.00330446202735,0.000379567447669,994.643074233,773,0.118281427922,265.013493893,33.6895213454,1838.69350425,4,0,0,,,,,
C05,1,0,1849,10.4824229313,0.336398053002,0.00264909375805,0.00033149645256,987.453223521,674,0.116576609111,254.487388848,31.4510385757,1822.28309273,4,0,0,,,,,
C06,1,0,2350,9.59276595745,0.293191489362,0.00326232451433,0.000366508112874,1037.05488654,736,0.122621033723,310.590174305,33.1983695652,2082.7750636,4,0,0,,,,,
C07,1,0,2385,13.1262054507,0.324109014675,0.00403533532217,0.000451176824972,1091.92478897,826,0.118697108381,273.307385238,40.5677966102,1952.16025395,4,0,0,,,,,
C08,1,0,2397,9.85857321652,0.300792657489,0.00324500006759,0.000407229121219,1042.59005679,786,0.118342841607,264.20735341,32.7175572519,1943.20744958,4,0,0,,,,,
C09,1,0,2330,50.7768240343,2.05793991416,0.0144010036686,0.00264349972665,1128.88793429,5119,0.126655293876,253.298970415,24.7429185388,1868.88541104,4,0,0,,,,,
C10,1,0,2337,8.00042789902,0.22379118528,0.00247545853583,0.000297120242518,1033.63376569,556,0.115785129145,247.932465356,35.8255395683,1877.59883138,4,0,0,,,,,
C11,1,0,2317,9.07078118256,0.29391454467,0.00333813636202,0.000403092700645,1077.66616989,720,0.122000765389,304.701920714,30.8833333333,2045.98436142,4,0,0,,,,,
C12,1,0,2352,7.31760204082,0.22619047619,0.0023931806303,0.000297345539081,1026.26646912,566,0.121318517834,281.893966677,32.9717314488,1918.08196864,4,0,0,,,,,
C13,1,0,1639,28.9475289811,0.852348993289,0.00990221146771,0.00119741079631,1197.47440025,1480,0.127665195286,317.39735316,34.5648648649,2242.79001885,4,0,0,,,,,
C14,1,0,133,41.5037593985,0.729323308271,0.0116139109812,0.000598358910656,1071.28467182,103,0.153581565446,402.514457491,55.8834951456,2264.9264807,4,0,0,,,,,
C15,1,0,2373,7.85082174463,0.238938053097,0.00245498035631,0.000291236151659,995.528513977,596,0.121712481317,275.325117988,32.8338926174,1886.84355258,4,0,0,,,,,
C16,1,0,2336,9.56806506849,0.272260273973,0.00300666245969,0.000345941705447,1057.66960396,676,0.123588872921,282.741294989,35.5784023669,1949.29612716,4,0,0,,,,,
C17,1,0,2094,11.2421203438,0.356255969436,0.00325879888953,0.000426104338703,984.33985106,785,0.116833726956,277.1285521,31.9184713376,2060.1385617,4,0,0,,,,,
C18,1,0,2199,8.33105957253,0.303774442929,0.00243483372114,0.000365221245982,1013.19498856,724,0.121601408056,288.72187329,27.7016574586,1984.77414033,4,0,0,,,,,
C19,1,0,2429,8.27542198436,0.272540139975,0.00231698321277,0.000345156867225,984.931998697,724,0.116065261932,232.218688228,31.2320441989,1794.34478442,4,0,0,,,,,
C20,1,0,2363,8.9741853576,0.291578501904,0.00262417346824,0.000370641759531,960.854307377,746,0.117735822934,231.420447125,31.0871313673,1715.65451138,4,0,0,,,,,
C21,1,0,2257,8.15019937971,0.261408949934,0.0022942782848,0.000336358251778,950.814931165,634,0.118320397244,221.255659614,31.4069400631,1670.53923323,4,0,0,,,,,
C22,1,0,2174,10.9369825207,0.373505059798,0.00272661664771,0.000438374444329,916.342890455,890,0.114390310077,215.821801508,29.4011235955,1647.01417416,4,0,0,,,,,
C23,1,0,2047,89.4816805081,3.79824132877,0.0307521443403,0.00491535794465,1300.34829974,8461,0.139277911358,350.037402785,23.7832407517,2320.36913637,4,0,0,,,,,
C24,1,0,2167,11.9395477619,0.386709736964,0.00370077163685,0.000459263433456,914.917255964,900,0.122620641365,261.827533912,31.1311111111,1776.6672004,4,0,0,,,,,
D01,1,0,2393,118.252820727,4.52026744672,0.0506874013633,0.0061854992716,1737.88983341,11518,0.149009959085,536.692322171,26.3939920125,3347.9102717,4,0,0,,,,,
D02,1,0,2291,117.591444784,4.7372326495,0.0496802851432,0.00665853555484,1539.9415782,11850,0.150505128699,459.645074727,25.0541772152,2819.79938182,4,0,0,,,,,
D03,1,0,2193,12.1896944824,0.39990880073,0.00367933273127,0.00050192915543,958.993788619,947,0.118703369901,244.534122218,30.9144667371,1765.80109229,4,0,0,,,,,
D04,1,0,2362,9.63378492803,0.306519898391,0.0031932320302,0.00039863791179,977.795949555,786,0.11852136813,251.749041046,31.8244274809,1806.79370612,4,0,0,,,,,
D05,1,0,2367,10.4051542036,0.313054499366,0.00300647194709,0.000375036383822,1007.11309835,778,0.116687189337,262.0625702,33.0694087404,1895.70563862,4,0,0,,,,,
D06,1,0,2436,8.60016420361,0.259852216749,0.00263849634496,0.000313052204853,1008.22371602,691,0.12071908512,269.714445762,33.8523878437,1856.1547668,4,0,0,,,,,
D07,1,0,2497,7.77653183821,0.238686423708,0.00238258837881,0.000296861477057,1008.94740093,634,0.11945370994,259.319202446,32.9731861199,1863.4164823,4,0,0,,,,,
D08,1,0,2405,7.32765072765,0.222869022869,0.00237968541688,0.000295074102411,1034.25121059,600,0.117881624083,252.322518509,32.5366666667,1848.38404111,4,0,0,,,,,
D09,1,0,2286,7.70866141732,0.217847769029,0.00214441047659,0.00027127694596,1075.33750289,542,0.115537492977,261.583658939,35.86900369,1962.99870045,4,0,0,,,,,
D10,1,0,2392,7.98202341137,0.237876254181,0.00265193755979,0.000300228098996,1010.78018609,624,0.120623060164,283.914226883,33.6955128205,1977.71755503,4,0,0,,,,,
D11,1,0,2248,9.43861209964,0.305604982206,0.0027260196424,0.000378900677332,1099.4507789,757,0.116999724009,277.127371514,31.285336856,2034.53415324,4,0,0,,,,,
D12,1,0,2075,8.25397590361,0.274698795181,0.00255055286496,0.000344314065002,1087.90986151,607,0.120547055815,279.225978256,30.1334431631,1976.62823925,4,0,0,,,,,
D13,1,0,2318,8.06427955134,0.212251941329,0.00238602923503,0.000278001540403,1053.86653157,528,0.117764827435,257.031232629,38.2386363636,1868.57701168,4,0,0,,,,,
D14,1,0,2273,9.94940607127,0.311042674879,0.00290736325267,0.000397305695864,1025.5432476,757,0.115169378383,251.849831848,32.284015852,1891.07876248,4,0,0,,,,,
D15,1,0,2293,8.61229829917,0.255996511121,0.00275521533414,0.000317800133871,1058.66908879,615,0.120727262846,283.181384491,33.8032520325,1948.14373968,4,0,0,,,,,
D16,1,0,843,37.1399762752,1.31435349941,0.00558398232435,0.00117455480081,1071.58621784,1221,0.112893349304,184.506832709,28.6240786241,1556.36168525,4,0,0,,,,,
D17,1,0,2316,49.8527633851,1.74913644214,0.0162533589246,0.00247332966563,1204.27281323,4363,0.126175196463,290.213977331,28.6259454504,2153.13356641,4,0,0,,,,,
D18,1,0,2264,6.84584805654,0.230565371025,0.00196784320256,0.000279026732247,979.642416782,565,0.118502986703,253.181454821,30.4938053097,1816.36931108,4,0,0,,,,,
D19,1,0,530,18.4358490566,0.283018867925,0.00741018632202,0.000315917351032,919.387938096,169,0.160739672839,396.202353546,64.9349112426,2113.27338322,4,0,0,,,,,
D20,1,0,2227,8.64077233947,0.285585990121,0.00236213962153,0.000369278462464,982.678381843,680,0.117093371968,230.791978152,30.625,1756.76545853,4,0,0,,,,,
D21,1,0,2259,50.167773351,2.20008853475,0.0146721388573,0.00284354252196,1078.36866628,5343,0.126935773559,251.669657121,23.0793561669,1855.99583395,4,0,0,,,,,
D22,1,0,2219,11.6331680937,0.363677332132,0.0033693353917,0.000466002439299,893.364283983,888,0.115727499255,212.555810585,32.0495495495,1562.5223386,4,0,0,,,,,
D23,1,0,2124,119.466572505,5.63041431262,0.0485910902534,0.00723918320012,1524.07351129,12857,0.150205514632,472.904613524,21.3937154857,2932.21263287,4,0,0,,,,,
D24,1,0,2099,126.978084802,5.50262029538,0.0582594887279,0.00772286117278,1525.1916217,12628,0.155072313139,473.526245429,23.2671840355,2817.26599677,4,0,0,,,,,
E01,1,0,2214,80.7809394761,2.57407407407,0.0284065785878,0.00340265763546,1297.15351576,6181,0.129412479746,331.731471278,31.6782074098,2393.5195884,4,0,0,,,,,
E02,1,0,2346,109.92625746,4.80562659847,0.0445202278298,0.00657820997711,1500.16163093,12463,0.150359201436,447.904874115,22.987081762,2753.29262174,4,0,0,,,,,
E03,1,0,2173,9.64381040037,0.299585826047,0.0027631295432,0.000380416068936,970.858062499,720,0.11735693666,248.839228327,32.4694444444,1819.32013158,4,0,0,,,,,
E04,1,0,2398,10.2251876564,0.328607172644,0.0030393683756,0.000398306750291,978.197223169,859,0.119608667962,263.471424468,31.2514551804,1898.08625202,4,0,0,,,,,
E05,1,0,2461,24.8090207233,0.874034945144,0.00754269147171,0.00120422409038,1008.61518897,2334,0.11976885201,229.22157258,28.6075407027,1755.74376116,4,0,0,,,,,
E06,1,0,2545,15.8495088409,0.575245579568,0.00437242210447,0.000749997358208,1042.09388564,1593,0.116704701388,227.846224392,27.618957941,1782.09281609,4,0,0,,,,,
E07,1,0,1385,12.5176895307,0.32274368231,0.00369456378872,0.000324925377066,991.532314284,491,0.127800200815,309.79128178,40.0549898167,2001.01951415,4,0,0,,,,,
E08,1,0,2244,10.1408199643,0.292780748663,0.00337223450052,0.00035257199645,1031.06316916,703,0.125134752289,317.502128267,34.5903271693,2142.86153417,4,0,0,,,,,
E09,1,0,2359,7.89105553201,0.259431962696,0.00238827847231,0.00031738431216,1022.35611823,668,0.121512165652,285.335201542,30.5104790419,1967.48140554,4,0,0,,,,,
E10,1,0,1849,5.85559762034,0.15359653867,0.00219949054244,0.000150588850902,1021.22503744,316,0.140692499868,451.376154325,37.9936708861,2497.11351203,4,0,0,,,,,
E11,1,0,2343,7.20657276995,0.231754161332,0.00244570048885,0.000295020252723,1031.90909476,589,0.121044411519,296.545718836,31.5874363328,2060.85664482,4,0,0,,,,,
E12,1,0,2344,8.795221843,0.273464163823,0.00278631904702,0.000358594011911,1055.01748038,701,0.11863279927,287.30790449,32.4507845934,2060.27764788,4,0,0,,,,,
E13,1,0,2174,8.15041398344,0.229990800368,0.00243188771683,0.00027842734236,1074.82799696,553,0.121057968424,304.054169485,36.130198915,2115.93678743,4,0,0,,,,,
E14,1,0,2260,8.89159292035,0.286725663717,0.00283299159868,0.000365875378796,1044.77020683,675,0.118015268681,282.114616231,31.3140740741,2013.95785205,4,0,0,,,,,
E15,1,0,2144,13.5820895522,0.340018656716,0.00397277206964,0.000463994756854,1150.04911404,800,0.117627157292,277.248295744,40.33,2055.08142677,4,0,0,,,,,
E16,1,0,2335,9.45610278373,0.289507494647,0.00286313730305,0.000379961407843,1031.59838203,729,0.116172495851,243.669682127,33.0932784636,1820.85036578,4,0,0,,,,,
E17,1,0,1422,9.05555555556,0.275668073136,0.00337330393638,0.000252466336452,966.215572295,418,0.138604069639,386.210852296,33.2655502392,2227.31814577,4,0,0,,,,,
E18,1,0,2273,15.6106467224,0.540695116586,0.00438399314628,0.0006702300648,1053.50682074,1292,0.116218223878,237.470234794,29.2438080495,1839.22752328,4,0,0,,,,,
E19,1,0,2524,12.3058637084,0.398969889065,0.00347329037483,0.000529436017122,911.457903296,1096,0.117270754788,205.312942091,30.7709854015,1606.58313868,4,0,0,,,,,
E20,1,0,1649,6.19223771983,0.172225591267,0.00318645999952,0.000194330015969,886.052882835,309,0.144621090106,452.336259803,35.9935275081,2369.01608761,4,0,0,,,,,
E21,1,0,2271,11.2716864817,0.366358432409,0.00299487532288,0.000451416473712,931.085772376,894,0.11851621985,219.302805162,31.8545861298,1638.62118693,4,0,0,,,,,
E22,1,0,2197,10.5798816568,0.35912608102,0.00317707468807,0.000484447825274,917.390026538,863,0.115026429938,208.950956807,29.9049826188,1619.90804122,4,0,0,,,,,
E23,1,0,2211,63.5603799186,2.31478968792,0.0201510845792,0.002983909039,1228.07534422,5547,0.125426979857,301.081602797,27.6637822246,2256.0949627,4,0,0,,,,,
