Database Name	Phenix ODA 2																				
Database Location	http://opera2.dyn.scilifelab.se/ODA/OdaService.asmx																				
Evaluation Signature	d1f3a05a-6c3e-4ca7-ae38-6be44eaee441																				
Plate Name	P102902																				
Measurement	Measurement 1																				
Evaluation	Evaluation1																				
																					
[Data]																					
Row	Column	Plane	Timepoint	Cell Selected - Number of Objects	Cell Selected - Total Spot Area - Mean per Well	Cell Selected - Number of Spots - Mean per Well	Cell Selected - Relative Spot Intensity - Mean per Well	Cell Selected - Number of Spots per Area of Cytoplasm - Mean per Well	Cell Selected - Intensity Cytoplasm Mean - Mean per Well	Spots Selected - Number of Objects	Spots Selected - Relative Spot  Intensity - Mean per Well	Spots Selected - Corrected Spot  Intensity - Mean per Well	Spots Selected - Spot Area [px²] - Mean per Well	Spots Selected - Intensity Spot Mean - Mean per Well	Number of Analyzed Fields	Height [µm]	Time [s]	Compound	Concentration	Cell Type	Cell Count
8	3	1	0	2264	11.13206714	0.384275618	0.003418985	0.000479758	954.2120883	913	0.118469971	253.5612303	28.966046	1858.740917	4	0	0				
8	4	1	0	2279	14.28916191	0.533128565	0.005006035	0.000637095	976.4039417	1286	0.126555181	365.3577103	26.93390358	2473.531525	4	0	0				
8	5	1	0	1589	135.2517306	5.135305223	0.073763764	0.007945884	2286.263472	8781	0.159466111	756.3405963	26.38663022	4431.585662	4	0	0				
8	6	1	0	2467	11.4539927	0.41305229	0.004397068	0.000507423	1085.857122	1088	0.125852687	369.5140834	28.03584559	2425.151196	4	0	0				
8	7	1	0	2216	30.36777978	1.234205776	0.009144331	0.001535887	1054.729223	2941	0.121237619	263.576005	24.89153349	1913.26477	4	0	0				
8	8	1	0	2195	11.36264237	0.436446469	0.003946113	0.00052936	1025.129062	1025	0.12157668	318.6363999	26.15121951	2093.257454	4	0	0				
8	9	1	0	2363	8.381718155	0.29581041	0.003304105	0.000374289	1087.629365	751	0.125335079	376.6146336	28.60985353	2418.046209	4	0	0				
8	10	1	0	2295	8.359477124	0.295860566	0.002847313	0.00037256	1053.454932	742	0.119534263	303.6407612	28.58490566	2121.8802	4	0	0				
8	11	1	0	2291	20.21649935	0.867743344	0.005875994	0.001115867	1064.112222	2171	0.118116423	238.2022357	23.25380009	1813.080353	4	0	0				
8	12	1	0	2171	104.2183326	4.350990327	0.040626682	0.005996441	1574.63481	10203	0.140990832	432.3874801	24.11261394	2835.831767	4	0	0				
8	13	1	0	2153	18.43334882	0.667905248	0.005714201	0.000836064	1051.865994	1537	0.118159593	277.25244	27.77423552	1982.761824	4	0	0				
8	14	1	0	2320	10.80517241	0.371551724	0.003533892	0.000475206	1069.53988	934	0.121895559	316.1011598	29.22162741	2173.500548	4	0	0				
8	15	1	0	2365	8.992389006	0.326004228	0.00292206	0.00041602	985.9733307	807	0.121018574	295.4023284	27.88351921	2027.677794	4	0	0				
8	16	1	0	1996	142.1007014	5.961923848	0.092401206	0.009497674	3071.036516	12718	0.165169565	1051.360385	23.96634691	5982.571466	4	0	0				
8	17	1	0	2200	16.74090909	0.669545455	0.004969053	0.00082749	1070.714795	1557	0.116719322	278.0479364	25.16120745	2076.734829	4	0	0				
8	18	1	0	2193	9.669858641	0.352941176	0.003617272	0.000431116	988.9965377	821	0.124088785	328.634115	27.75274056	2044.34447	4	0	0				
8	19	1	0	2202	10.41144414	0.363306085	0.003607577	0.000451869	969.0436066	852	0.121182058	335.1724319	28.88262911	2308.433974	4	0	0				
8	20	1	0	2020	11.86435644	0.413366337	0.003501958	0.000512166	877.865155	896	0.117723132	228.8838717	28.64174107	1654.956849	4	0	0				
8	21	1	0	2132	11.44465291	0.444652908	0.003566625	0.000549016	917.1108566	1024	0.121806171	268.0939965	25.75	1843.340685	4	0	0				
8	22	1	0	2140	8.604205607	0.288785047	0.00267879	0.000340199	850.1462091	684	0.121777018	253.5561158	30.24415205	1700.064024	4	0	0				
8	23	1	0	2138	11.2857811	0.394761459	0.003792799	0.000486363	921.8747468	910	0.124250704	285.1597714	28.78461538	1877.972817	4	0	0				
8	24	1	0	2051	40.42662116	1.555338859	0.011515246	0.001971068	1073.153641	3459	0.119453109	238.316236	26.22260769	1851.530022	4	0	0				
9	1	1	0	2098	117.8531935	4.893231649	0.053364107	0.006789469	1463.182351	11195	0.153427121	467.5325327	24.26887003	2780.649349	4	0	0				
9	2	1	0	2305	10.42603037	0.321475054	0.003255009	0.000409023	943.4219171	796	0.118395851	248.9056665	32.73994975	1778.134682	4	0	0				
9	3	1	0	2498	10.43154524	0.347878303	0.003888921	0.000442225	926.2476961	930	0.120073653	273.1306836	30.2483871	1859.523276	4	0	0				
9	4	1	0	2448	9.680555556	0.337418301	0.003010151	0.000409204	926.0437875	900	0.118725986	236.5352726	28.74555556	1694.589963	4	0	0				
9	5	1	0	2239	40.74586869	1.550245645	0.012109988	0.001984282	1149.391791	3782	0.124398825	286.4604452	26.300899	2118.132775	4	0	0				
9	6	1	0	2185	11.04347826	0.420594966	0.003640777	0.000493	986.6269779	981	0.122391518	287.1978111	26.62895005	1924.289816	4	0	0				
9	7	1	0	2067	11.71843251	0.456216739	0.00392995	0.000607297	951.21107	999	0.11830584	247.4408276	25.68868869	1760.293026	4	0	0				
9	8	1	0	2164	82.99168207	3.540665434	0.027281766	0.00465059	1322.848881	8283	0.13287317	335.9437806	23.60799227	2341.478609	4	0	0				
9	9	1	0	2313	8.162991786	0.324254215	0.002622269	0.00040547	1047.894266	802	0.123275698	306.3314118	25.38154613	2046.404224	4	0	0				
9	10	1	0	2277	13.17786561	0.480895916	0.003733254	0.000614525	991.578087	1186	0.115823958	228.5932456	27.63659359	1748.934719	4	0	0				
9	11	1	0	2406	8.306733167	0.267664173	0.002535896	0.000319282	1033.659219	689	0.120586947	302.9045177	31.32801161	2054.018314	4	0	0				
9	12	1	0	2393	8.663184288	0.27580443	0.00299014	0.000333587	1031.376899	702	0.126306688	319.8977871	31.94729345	2025.812882	4	0	0				
9	13	1	0	2384	36.5113255	1.445469799	0.010198544	0.001861964	1053.168325	3712	0.120799811	231.6132254	25.390625	1791.487854	4	0	0				
9	14	1	0	2196	11.36338798	0.386612022	0.003697072	0.00046982	988.8033626	905	0.119592281	267.6282582	29.55580111	1839.390599	4	0	0				
9	15	1	0	2217	9.663509247	0.331078033	0.003089984	0.00042314	1069.356836	781	0.121216138	310.2259215	29.2765685	2097.239726	4	0	0				
9	16	1	0	2242	22.40990187	0.859946476	0.006577802	0.001097264	1104.952383	2070	0.118338631	260.8070764	26.22222222	1930.250127	4	0	0				
9	17	1	0	2364	10.11632826	0.383671743	0.002954493	0.00046393	949.6241505	976	0.11879399	254.9827838	26.70389344	1745.553461	4	0	0				
9	18	1	0	2242	17.64094558	0.656110616	0.005419156	0.000814095	1061.144571	1598	0.118342435	278.2147471	27.00062578	2049.808715	4	0	0				
9	19	1	0	2238	10.90884719	0.388739946	0.003588064	0.000480642	931.0911585	936	0.119824827	265.5285753	28.10576923	1816.370567	4	0	0				
9	20	1	0	2057	96.7540107	4.148760331	0.037331895	0.005850727	1406.909529	9289	0.139231099	386.2816626	23.37614383	2571.913095	4	0	0				
9	21	1	0	2116	96.82703214	4.206994329	0.040775298	0.005763248	1446.486231	9679	0.147590675	455.4005047	23.13131522	2780.184571	4	0	0				
9	22	1	0	2121	11.96369637	0.476661952	0.003423439	0.000566961	910.9184544	1095	0.120976093	234.9633791	25.72694064	1655.524512	4	0	0				
9	23	1	0	2040	96.29558824	4.403431373	0.035003324	0.005683318	1283.850342	9797	0.142733233	357.1335896	22.00602225	2306.272648	4	0	0				
9	24	1	0	1910	10.51623037	0.352879581	0.002831783	0.000410626	887.1075746	742	0.118608287	226.2675584	30.45956873	1640.434987	4	0	0				
10	1	1	0	2043	130.5883505	4.708272149	0.06256073	0.006683599	1613.97846	10388	0.155631824	511.5181291	28.03648441	3020.346909	4	0	0				
10	2	1	0	2331	9.265122265	0.329472329	0.002745973	0.000411857	922.5542763	826	0.118144596	217.9015242	28.28934625	1625.625402	4	0	0				
10	3	1	0	2230	10.4044843	0.361883408	0.0036608	0.000468352	914.9738276	877	0.124214307	286.8615494	29.1368301	1956.149283	4	0	0				
10	4	1	0	2348	11.40502555	0.402044293	0.003741596	0.000478502	947.3992194	1037	0.124871241	281.1971952	28.30183221	1855.171415	4	0	0				
10	5	1	0	1862	131.6439313	5.10311493	0.064575691	0.007224682	2007.380359	10343	0.156469764	652.4051396	25.95533211	3856.347183	4	0	0				
10	6	1	0	2337	12.09670518	0.505776637	0.004040384	0.000641747	975.5654629	1259	0.119534949	258.0121696	23.94122319	1844.957551	4	0	0				
10	7	1	0	2367	9.889311365	0.366286439	0.002907452	0.000447735	994.7286869	937	0.118364218	239.7424514	26.81963714	1731.425356	4	0	0				
10	8	1	0	2244	8.68627451	0.341354724	0.002540899	0.000413417	1015.661739	837	0.117452228	268.287234	25.40621266	1894.590105	4	0	0				
10	9	1	0	2148	113.2942272	4.925046555	0.046280345	0.006543842	1806.943745	11392	0.142813142	517.3779056	23.16388694	3364.041731	4	0	0				
10	10	1	0	2258	25.03675819	1.012400354	0.007368374	0.001329676	1045.039022	2465	0.120363812	243.2308964	24.7505071	1819.005516	4	0	0				
10	11	1	0	2172	11.22421731	0.390423573	0.003648607	0.000465389	1093.914836	902	0.121185791	288.9007634	29.0210643	2002.275291	4	0	0				
10	12	1	0	2162	9.760407031	0.319611471	0.003331837	0.000377332	1005.695876	752	0.120251999	289.2753027	30.51994681	1927.239437	4	0	0				
10	13	1	0	2368	9.380067568	0.333192568	0.002860394	0.000422703	1061.098556	858	0.117005223	259.4948994	28.74242424	1932.514149	4	0	0				
10	14	1	0	2368	8.709037162	0.290118243	0.003007943	0.000377268	1008.725827	722	0.124662535	294.7872119	30.19529086	1951.500483	4	0	0				
10	15	1	0	2349	9.001277139	0.297147722	0.003137843	0.000375773	988.5641872	754	0.1189812	297.5812019	30.56233422	1992.861371	4	0	0				
10	16	1	0	1931	22.36043501	0.850336613	0.006625902	0.001090833	1095.833318	1768	0.118835237	252.9534867	26.5418552	1879.21808	4	0	0				
10	17	1	0	2231	9.822052891	0.350963693	0.003127856	0.000452193	986.0618964	833	0.117797564	286.9790173	28.46098439	1974.306444	4	0	0				
10	18	1	0	2169	88.94928539	4.217150761	0.031552389	0.005550443	1359.079439	9818	0.139424127	370.3962989	21.23385618	2454.190822	4	0	0				
10	19	1	0	2284	16.54991243	0.700087566	0.004412879	0.000858817	1031.147648	1710	0.117329685	237.1573977	23.7619883	1758.168472	4	0	0				
10	20	1	0	2309	9.782589866	0.333044608	0.003206634	0.000414633	938.5457789	833	0.1215532	262.0641909	29.68427371	1769.971987	4	0	0				
10	21	1	0	2076	120.1912331	4.844894027	0.047397438	0.006505687	1537.196263	10859	0.140637163	419.6658143	24.97237315	2786.940896	4	0	0				
10	22	1	0	2181	10.2952774	0.380559376	0.002843599	0.000477995	858.7150072	879	0.116603086	198.5946333	27.00227531	1517.872495	4	0	0				
10	23	1	0	2074	89.00433944	3.894406943	0.032132606	0.005258124	1285.760795	8790	0.139273971	343.0684377	23.02650739	2277.713472	4	0	0				
10	24	1	0	1913	8.265028751	0.279142708	0.002213062	0.000339906	962.7347101	597	0.115196422	211.0931516	29.76549414	1663.379832	4	0	0				
11	1	1	0	2192	109.6094891	3.993156934	0.044440868	0.005443906	1587.236428	9484	0.146599882	463.5902665	27.70835091	2885.602135	4	0	0				
11	2	1	0	2306	10.49739809	0.37424111	0.002988267	0.000457787	878.3680616	929	0.118257319	208.9482101	28.53390743	1580.774596	4	0	0				
11	3	1	0	2329	25.43280378	0.884499785	0.006991943	0.001115947	919.8724985	2245	0.116321523	206.9030548	28.79777283	1619.754251	4	0	0				
11	4	1	0	2324	10.26333907	0.368760757	0.00303146	0.000442643	904.5790059	928	0.117338625	227.117356	28.14978448	1635.193599	4	0	0				
11	5	1	0	2329	15.08243881	0.52382997	0.004325528	0.000630651	951.2485405	1324	0.117482768	229.4440955	28.92069486	1697.277134	4	0	0				
11	6	1	0	2196	24.80236794	1.063752277	0.006926036	0.001362191	968.9142639	2523	0.120106234	215.6632003	23.1561633	1648.605197	4	0	0				
11	7	1	0	2279	57.09960509	2.823606845	0.016868387	0.003649806	1093.399821	6923	0.128984097	258.6079577	20.32948144	1874.422138	4	0	0				
11	8	1	0	2155	10.11229698	0.374013921	0.00384105	0.000464167	1025.759655	860	0.124730054	327.5594072	27.08023256	2082.723445	4	0	0				
11	9	1	0	2130	10.15446009	0.349765258	0.003219263	0.0004197	1021.080344	805	0.12008744	293.0912342	29.51304348	1953.241533	4	0	0				
11	10	1	0	2165	8.536258661	0.300692841	0.002790268	0.00036979	1011.173017	711	0.119918563	289.4316091	28.907173	1993.874985	4	0	0				
11	11	1	0	2163	132.652797	5.444290337	0.070230722	0.008159193	2117.222217	12580	0.155444971	666.3667439	24.53696343	3976.033959	4	0	0				
11	12	1	0	2419	8.13766019	0.270359653	0.003069982	0.000348136	1029.059126	688	0.123149339	326.1591804	30.18604651	2163.530105	4	0	0				
11	13	1	0	2470	8.068825911	0.259109312	0.002621922	0.000332479	1020.703989	690	0.122833965	331.8253834	31.28115942	2176.641145	4	0	0				
11	14	1	0	2254	10.02883762	0.311446318	0.003642372	0.000389603	999.8068261	757	0.126783796	329.6913082	32.60634082	2107.77806	4	0	0				
11	15	1	0	2170	9.279262673	0.295852535	0.002971648	0.00036946	1032.563726	698	0.122171244	317.86058	31.73352436	2179.048863	4	0	0				
11	16	1	0	2339	9.452330056	0.316802052	0.002604811	0.000376782	997.6446244	778	0.117902367	258.1351697	29.9125964	1868.879127	4	0	0				
11	17	1	0	2324	15.97805508	0.575731497	0.00541385	0.000779363	1068.802372	1440	0.119131016	272.5933475	27.99861111	1984.840651	4	0	0				
11	18	1	0	2213	10.05964754	0.359692725	0.003380554	0.000453843	980.2143432	854	0.122547005	278.4712124	28.01990632	1882.536745	4	0	0				
11	19	1	0	2102	49.35775452	2.346812559	0.015126704	0.003101434	1114.152794	5281	0.128496042	263.8986364	21.09600454	1890.494282	4	0	0				
11	20	1	0	2190	8.796803653	0.321004566	0.002966116	0.00042129	944.3475868	767	0.120130567	267.7133676	27.64928292	1846.339636	4	0	0				
11	21	1	0	1893	145.0169044	5.836767036	0.074693402	0.008044008	1935.97665	11903	0.157654483	641.3659439	24.96941947	3782.015935	4	0	0				
11	22	1	0	2032	10.95620079	0.389271654	0.003821185	0.000470839	870.3041854	842	0.123060907	270.8659422	28.0807601	1764.985079	4	0	0				
11	23	1	0	1908	98.90251572	4.241090147	0.038418757	0.005720958	1385.206497	8808	0.14323846	398.1398702	23.66428247	2544.36906	4	0	0				
11	24	1	0	2167	11.63774804	0.458237194	0.003356073	0.000543573	872.1405203	1069	0.116631607	221.8488976	25.34705332	1675.5616	4	0	0				
12	1	1	0	2278	85.98595259	3.312554873	0.030953507	0.004495812	1409.518052	8044	0.137604225	373.7448527	25.83888613	2510.021526	4	0	0				
12	2	1	0	2351	115.1076138	4.180348788	0.047963087	0.005832606	1419.650023	10534	0.148689765	418.7275455	27.69565217	2592.794012	4	0	0				
12	3	1	0	2302	9.16246742	0.283666377	0.00295935	0.000343888	933.1320264	708	0.122131434	273.8178242	32.43361582	1839.355095	4	0	0				
12	4	1	0	2144	7.654384328	0.284514925	0.002552826	0.000349097	891.062964	660	0.120446928	273.708519	27.43333333	1921.760552	4	0	0				
12	5	1	0	2422	51.95004129	1.903798514	0.016232592	0.002718263	1398.577673	4900	0.124019445	314.4139355	27.40285714	2349.609306	4	0	0				
12	6	1	0	2181	11.45346171	0.415405777	0.003378008	0.000494053	1003.094896	976	0.120990577	262.5421297	27.79713115	1849.690052	4	0	0				
12	7	1	0	2208	10.98233696	0.40625	0.00379537	0.000521706	1053.433714	992	0.121866314	333.5331008	27.03528226	2185.932774	4	0	0				
12	8	1	0	2310	8.147186147	0.268831169	0.003120891	0.000342133	1021.103787	661	0.125507996	367.3188847	30.40847201	2326.83189	4	0	0				
12	9	1	0	1502	195.4007989	6.605193076	0.073618569	0.007276851	2266.058345	10877	0.145054264	657.3998824	29.83083571	4298.333366	4	0	0				
12	10	1	0	2315	11.00388769	0.396976242	0.004040046	0.000490404	1047.306688	981	0.12119561	328.3217423	27.93985729	2189.456328	4	0	0				
12	11	1	0	2236	8.091681574	0.299642218	0.002580539	0.000373004	1011.412776	726	0.120487447	271.7551768	27.16253444	1916.985528	4	0	0				
12	12	1	0	2352	9.591836735	0.31079932	0.00334757	0.000382146	996.7014127	774	0.124001371	305.294293	30.65633075	2029.38998	4	0	0				
12	13	1	0	1920	116.0114583	5.046875	0.048960872	0.00687246	1823.689124	10561	0.144984311	542.3937065	23.20017044	3460.024586	4	0	0				
12	14	1	0	2014	9.777060576	0.302383317	0.003240402	0.000360046	1018.875157	665	0.125522014	336.7833137	33.13533835	2158.44945	4	0	0				
12	15	1	0	2200	9.290909091	0.336818182	0.003230157	0.000418775	1009.704327	799	0.122538876	321.9646162	27.61827284	2154.135509	4	0	0				
12	16	1	0	2246	9.358860196	0.304096171	0.003229998	0.00037134	1008.037515	739	0.122940799	361.0029333	30.8376184	2407.146517	4	0	0				
12	17	1	0	2082	10.41210375	0.358789625	0.003649711	0.000427577	986.4966134	813	0.123812415	320.9104724	28.98646986	2049.999988	4	0	0				
12	18	1	0	2210	8.042986425	0.247511312	0.002461804	0.000325799	962.2147057	591	0.118879013	244.5674645	32.27580372	1759.907242	4	0	0				
12	19	1	0	2109	9.984826932	0.375533428	0.003285001	0.000444475	938.9877152	843	0.121489241	295.0052758	26.8113879	1936.809998	4	0	0				
12	20	1	0	1994	13.21664995	0.562688064	0.004215064	0.000686396	901.4741106	1207	0.11852518	223.5936702	24.1955261	1625.88529	4	0	0				
12	21	1	0	1781	13.9174621	0.474452555	0.00270474	0.000437903	881.2180039	953	0.119003298	209.4983839	29.93599161	1514.968182	4	0	0				
12	22	1	0	2023	35.4597133	1.468116658	0.0104581	0.001906885	1000.620029	3259	0.121171029	231.3020961	24.36790427	1748.376621	4	0	0				
12	23	1	0	1876	105.0229211	4.890724947	0.040127132	0.006386922	1369.865984	9988	0.144379076	396.8083513	21.74549459	2549.792724	4	0	0				
12	24	1	0	2037	114.7692685	5.383897889	0.050154982	0.0073011	1446.455167	11938	0.151312636	445.8129553	21.4698442	2709.97958	4	0	0				
13	1	1	0	2202	77.24886467	2.678928247	0.027697583	0.00357816	1298.279736	6354	0.129908865	333.9348757	29.12212779	2404.028797	4	0	0				
13	2	1	0	2116	104.4697543	4.13563327	0.039768276	0.005486376	1596.206983	9514	0.143963795	450.3621089	25.36104688	2890.012529	4	0	0				
13	3	1	0	2242	9.514719001	0.300178412	0.003006047	0.000357912	908.3492857	748	0.120034341	249.6488103	31.57754011	1765.766591	4	0	0				
13	4	1	0	2278	87.24846356	3.444249342	0.031278544	0.004710803	1369.74317	8482	0.13861468	364.5692489	25.47217637	2402.010854	4	0	0				
13	5	1	0	2179	10.05002295	0.347407067	0.003664299	0.00044707	948.8533885	818	0.122022776	286.4538704	28.77872861	1868.019067	4	0	0				
13	6	1	0	2247	9.660881175	0.37917223	0.002913104	0.00047564	951.0810766	907	0.116913263	252.3348293	25.81477398	1800.011703	4	0	0				
13	7	1	0	2200	8.939090909	0.349545455	0.002461758	0.000416992	1001.539964	839	0.119378108	273.4997004	26.00715137	1879.527588	4	0	0				
13	8	1	0	1982	25.30070636	1.016649849	0.007798213	0.001328882	1051.549021	2165	0.12497074	267.1443036	24.89884527	1934.696102	4	0	0				
13	9	1	0	2102	8.395337774	0.285442436	0.002922868	0.000376049	995.4346559	641	0.123587235	336.9768307	29.6099844	2090.712839	4	0	0				
13	10	1	0	1721	23.57059849	0.586287042	0.007426502	0.000858207	995.127498	1080	0.121620596	251.9235561	40.68518519	1817.995766	4	0	0				
13	11	1	0	2155	9.226914153	0.317401392	0.002971205	0.000372251	962.1975128	728	0.119396747	270.3094944	29.43818681	1808.006459	4	0	0				
13	12	1	0	2206	7.976881233	0.266999093	0.002731361	0.000354342	1006.727692	637	0.123046138	287.1600092	30.3422292	1936.414724	4	0	0				
13	13	1	0	2407	5.113419194	0.158288326	0.001808724	0.000184375	1327.729414	413	0.125857483	460.9570266	32.43099274	2925.343739	4	0	0				
13	14	1	0	2434	8.670912079	0.331963846	0.002844666	0.000437517	1022.800749	857	0.118348249	300.0224555	26.5075846	2108.331946	4	0	0				
13	15	1	0	303	11.2640264	0.300330033	0.002086946	0.000228807	894.6632245	96	0.137579095	322.1387403	38.03125	2013.810639	4	0	0				
13	16	1	0	2111	40.75509237	1.794410232	0.011395962	0.002375726	1131.909321	4080	0.120680701	249.727279	22.92328431	1921.992505	4	0	0				
13	17	1	0	2092	8.806405354	0.32791587	0.002587088	0.000402121	977.6596473	758	0.118948215	284.1793487	27.54353562	2053.955944	4	0	0				
13	18	1	0	2064	9.195251938	0.319282946	0.002891212	0.000406867	969.1444025	692	0.118139073	251.2913212	28.96531792	1781.542551	4	0	0				
13	19	1	0	2256	8.645833333	0.289450355	0.002933905	0.000379171	982.2941818	689	0.120281524	290.2033278	29.72423803	2009.320875	4	0	0				
13	20	1	0	2148	14.36266294	0.508845438	0.0050437	0.000637987	1004.270323	1180	0.120622847	301.2017712	28.58983051	1966.102301	4	0	0				
13	21	1	0	1939	11.22485817	0.376482723	0.003877423	0.000459373	931.4283837	782	0.121871067	285.8604552	29.69693095	1923.200258	4	0	0				
13	22	1	0	2298	11.10661445	0.425587467	0.003417915	0.000541962	889.1863489	1038	0.117179692	218.1483406	26.34393064	1606.00287	4	0	0				
13	23	1	0	2093	60.45723841	2.271380793	0.018190501	0.00291216	1129.97299	5151	0.123103177	263.8781834	26.96932634	2010.68949	4	0	0				
13	24	1	0	2068	64.91441006	2.710348162	0.018721605	0.003368841	1196.601039	6106	0.129404292	285.2371382	24.01031772	2039.993244	4	0	0				
14	1	1	0	2196	10.87887067	0.331056466	0.004317417	0.000404229	917.5547365	789	0.122570758	310.720763	33.20025349	2005.781037	4	0	0				
14	2	1	0	2017	112.4709965	4.640059494	0.045557426	0.006120953	1410.07032	10325	0.148983579	433.0125961	24.4316707	2645.955495	4	0	0				
14	3	1	0	2189	10.91411603	0.341708543	0.003661262	0.000423907	929.5979603	791	0.121277921	271.7509149	32.24525917	1828.617318	4	0	0				
14	4	1	0	2012	10.5999006	0.376739563	0.003467371	0.000478091	911.5504871	805	0.119296998	250.3055072	28.13167702	1761.32996	4	0	0				
14	5	1	0	2230	9.583856502	0.352017937	0.003165449	0.000432279	1025.599011	830	0.118329603	263.1202995	27.31807229	1946.678841	4	0	0				
14	6	1	0	2218	9.040577096	0.332281335	0.002626757	0.000418925	915.9072018	800	0.11715343	230.543028	27.5775	1709.203163	4	0	0				
14	7	1	0	2026	11.68509378	0.469397828	0.004374911	0.000564961	1025.061556	1018	0.122152543	316.8935662	25.11493124	2087.439889	4	0	0				
14	8	1	0	2018	109.8305253	4.722001982	0.046649398	0.006427668	1582.980994	10344	0.145106	481.3741239	23.43706497	3051.251393	4	0	0				
14	9	1	0	2047	12.31167562	0.440156326	0.004150553	0.00054688	983.9484762	971	0.12111831	270.6962008	27.92276004	1900.85154	4	0	0				
14	10	1	0	2191	8.695572798	0.273391146	0.002877662	0.000339898	973.7599816	655	0.122219588	320.3554795	31.93129771	2021.37773	4	0	0				
14	11	1	0	2061	8.493934983	0.313925279	0.002403799	0.000380182	973.8619226	696	0.116808773	245.7912406	27.66091954	1789.817642	4	0	0				
14	12	1	0	2180	39.25458716	1.528899083	0.011277857	0.001994042	1139.441514	3557	0.120123739	253.1211069	25.82682035	1935.751112	4	0	0				
14	13	1	0	1938	8.371001032	0.276057792	0.002378001	0.000320406	973.4622905	581	0.115001705	240.156569	30.51290878	1795.592835	4	0	0				
14	14	1	0	2050	10.96341463	0.409756098	0.003218618	0.000511522	1004.501353	913	0.117919345	243.9350395	27.34720701	1798.733276	4	0	0				
14	15	1	0	1954	9.10542477	0.29580348	0.002941557	0.000365148	994.10333	620	0.117789055	276.7821824	30.64677419	1917.136981	4	0	0				
14	16	1	0	1942	9.825952626	0.339855819	0.003730396	0.000413844	998.2130335	714	0.123978444	348.4117821	29.02380952	2233.130122	4	0	0				
14	17	1	0	1975	36.31898734	1.581265823	0.009628108	0.001900887	1064.685024	3332	0.121316343	241.7369689	23.14345738	1826.142581	4	0	0				
14	18	1	0	2121	8.687411598	0.292314946	0.002391558	0.000360367	917.1695758	678	0.117297938	232.7964258	30.15781711	1676.744103	4	0	0				
14	19	1	0	1087	119.4222631	4.381784729	0.063871242	0.006540854	1662.98853	5099	0.158519714	570.567104	27.49264562	3269.8857	4	0	0				
14	20	1	0	2068	10.27756286	0.349613153	0.003401796	0.00043563	890.4288406	782	0.118150233	234.2845929	29.73657289	1656.201721	4	0	0				
14	21	1	0	2141	50.5875759	2.249416161	0.015214942	0.002971786	1103.370172	5158	0.126689115	258.9261692	22.5998449	1908.769885	4	0	0				
14	22	1	0	1992	10.85793173	0.441767068	0.003414216	0.000540173	881.6616612	956	0.119765747	225.9901154	25.12552301	1620.631357	4	0	0				
14	23	1	0	1856	10.59051724	0.347521552	0.003137176	0.000430223	871.7309259	697	0.119816425	232.5893645	30.72740316	1657.433598	4	0	0				
14	24	1	0	1886	125.9342524	5.594909862	0.056611245	0.007559562	1582.470296	11351	0.154931182	508.554433	22.74733504	3005.993743	4	0	0				
15	1	1	0	1960	8.187755102	0.209183673	0.002122134	0.000259676	1083.06013	449	0.115336029	285.2314459	38.97104677	2238.607681	4	0	0				
15	2	1	0	1819	138.364486	5.739417262	0.08279918	0.008499103	2660.464954	11391	0.166628894	967.9962972	24.33421122	5421.498526	4	0	0				
15	3	1	0	1919	8.737884315	0.294945284	0.002779433	0.00038037	908.9859303	649	0.117722688	253.3407824	30.12326656	1735.046027	4	0	0				
15	4	1	0	2062	7.899612027	0.254607177	0.002539941	0.000323693	943.9579381	563	0.121882765	278.7627392	31.21492007	1835.778841	4	0	0				
15	5	1	0	1991	123.7257659	5.270718232	0.063337688	0.006953084	1974.52059	11499	0.157949442	715.7442384	23.55170015	4192.645768	4	0	0				
15	6	1	0	2046	9.944281525	0.399804497	0.002842073	0.000488895	925.1585557	897	0.117698339	238.2427423	24.66220736	1751.901645	4	0	0				
15	7	1	0	1882	10.87035069	0.368756642	0.003689336	0.000468125	951.0261949	769	0.119963736	292.0383283	29.62418726	1966.335226	4	0	0				
15	8	1	0	1944	109.7237654	4.957304527	0.046846384	0.006691618	1664.869215	10352	0.148791157	509.9352746	22.19793277	3189.75435	4	0	0				
15	9	1	0	1999	10.07503752	0.342671336	0.002872999	0.000414743	947.6522819	733	0.1185397	261.4410739	29.89495225	1859.83828	4	0	0				
15	10	1	0	2176	8.473345588	0.284926471	0.003129143	0.000368382	962.2159303	663	0.124879292	321.440551	29.9306184	2083.899955	4	0	0				
15	11	1	0	2334	7.345758355	0.245501285	0.00244881	0.000323541	979.0174791	618	0.119586088	257.8874536	30.12944984	1808.096102	4	0	0				
15	12	1	0	2122	18.9462771	0.646559849	0.005809073	0.000843425	1123.226801	1467	0.118494413	278.3978364	29.65507839	2088.267068	4	0	0				
15	13	1	0	2088	9.086206897	0.292624521	0.002748394	0.000363559	990.8327688	664	0.12048905	261.7393633	30.82379518	1859.235837	4	0	0				
15	14	1	0	2227	9.63493489	0.309384823	0.003526692	0.000437373	951.055603	748	0.119911778	272.5832555	31.29946524	1931.785666	4	0	0				
15	15	1	0	1913	11.93204391	0.369576581	0.003617109	0.000454735	992.0286235	768	0.121570354	320.233553	32.7265625	2213.200389	4	0	0				
15	16	1	0	2256	8.833333333	0.265514184	0.002799935	0.000326238	957.2675357	646	0.120188015	283.5925625	33.1749226	2011.975427	4	0	0				
