Well	Plane	Timepoint	Cell Selected - Number of Objects	Cell Selected - Total Spot Area - Mean per Well	Cell Selected - Number of Spots - Mean per Well	Cell Selected - Relative Spot Intensity - Mean per Well	Cell Selected - Number of Spots per Area of Cytoplasm - Mean per Well	Cell Selected - Intensity Cytoplasm Mean - Mean per Well	Spots Selected - Number of Objects	Spots Selected - Relative Spot  Intensity - Mean per Well	Spots Selected - Corrected Spot  Intensity - Mean per Well	Spots Selected - Spot Area [px²] - Mean per Well	Spots Selected - Intensity Spot Mean - Mean per Well	Number of Analyzed Fields	Height [µm]	Time [s]	Compound	Concentration	Cell Type	Cell Count	
A01	1	0	1715	116.910204082	4.41516034985	0.0473256340338	0.00629330380886	2319.2248338	8300	0.144950220907	610.585547617	26.7492771084	3930.60634878	4	0	0					
A02	1	0	2050	10.1546341463	0.297073170732	0.00342471712133	0.000352972045331	1064.51080076	652	0.126900737945	361.426881134	34.5996932515	2383.09467607	4	0	0					
A03	1	0	2301	11.5975662755	0.349413298566	0.0032440675184	0.000437556765683	1089.6898179	887	0.11879442678	268.572255265	33.3010146561	1976.28486518	4	0	0					
A04	1	0	2067	10.0183841316	0.298500241896	0.00372282886588	0.000384468322854	1059.15782819	664	0.13031332466	329.962782306	33.9201807229	2194.80271602	4	0	0					
A05	1	0	2182	6.74472960587	0.19248395967	0.00235589200742	0.000242351484029	1144.34646836	466	0.128269823086	381.177736068	34.3605150215	2481.09103435	4	0	0					
A06	1	0	2206	9.40843155032	0.283771532185	0.00306383581466	0.000357029073595	1124.11120505	681	0.123715859963	326.694328176	33.4581497797	2286.87236722	4	0	0					
A07	1	0	2256	8.14140070922	0.261524822695	0.00277886814716	0.000323965989069	1055.91276374	652	0.125899654429	300.972329307	31.6579754601	2061.68852777	4	0	0					
A08	1	0	1567	21.6841097639	0.715379706445	0.00452385338829	0.00067348704359	1134.66559637	1435	0.122911153669	277.311974615	31.6759581882	2027.41928297	4	0	0					
A09	1	0	2141	42.9402148529	1.65530126109	0.0130347820491	0.0021541300006	1168.53709304	3826	0.124941850032	272.463172349	26.2613695766	2022.38642159	4	0	0					
A10	1	0	2071	8.15548044423	0.238049251569	0.00320896248972	0.000300186076745	1104.03285594	533	0.133916199876	372.11394371	34.339587242	2337.54295953	4	0	0					
A11	1	0	2102	8.93006660324	0.248810656518	0.00347092085116	0.000327722867812	1077.7902185	572	0.131448059878	381.471847471	36.4685314685	2317.20001625	4	0	0					
A12	1	0	2067	9.80745041122	0.293178519594	0.00355890328057	0.000354826912757	1061.7719544	654	0.132794344999	368.573256754	34.4877675841	2314.04567234	4	0	0					
A13	1	0	2111	7.80909521554	0.209379441023	0.00299866056331	0.000267944339369	1114.18456205	483	0.131850799083	382.283176906	37.9751552795	2443.03833355	4	0	0					
A14	1	0	2225	8.22516853933	0.256629213483	0.00278870275141	0.000326320100026	1077.25062684	624	0.125307144564	320.361089916	32.1939102564	2188.92475814	4	0	0					
A15	1	0	2214	8.29313459801	0.267841011743	0.00320524474446	0.000346138635434	1194.43892324	647	0.13229404681	421.509765972	30.9690880989	2746.29288203	4	0	0					
A16	1	0	2253	8.81713271194	0.248113626276	0.00382624830837	0.000326789534304	1133.00873101	612	0.137302139617	497.273350424	36.3725490196	2994.13712398	4	0	0					
A17	1	0	2133	8.55461790905	0.234411626817	0.00305405881724	0.000304696457625	1037.36316356	553	0.130125427929	323.060080701	37.2567811935	2156.95343251	4	0	0					
A18	1	0	2176	9.36580882353	0.314797794118	0.00306975373062	0.000387755310933	1082.41390871	741	0.123952110045	325.420243081	30.0458839406	2196.74314793	4	0	0					
A19	1	0	2203	8.66727190195	0.247389922833	0.00273696048942	0.000309218498206	981.616617581	584	0.126842855132	291.063731405	35.2585616438	1972.73227299	4	0	0					
A20	1	0	2086	8.90028763183	0.272770853308	0.00314516461396	0.000354252598529	1179.45299792	641	0.127972347249	343.933901115	32.9391575663	2334.33556909	4	0	0					
A21	1	0	2048	9.09716796875	0.228515625	0.00312769245009	0.000298668990259	1015.99805654	506	0.125499992212	307.659399873	39.5375494071	1999.62701827	4	0	0					
A22	1	0	2270	8.85682819383	0.26563876652	0.00312664729842	0.000339434015034	1010.1590997	658	0.1299217786	316.547806522	34.4224924012	2061.85571256	4	0	0					
A23	1	0	2038	105.137389598	4.47791952895	0.0433599949746	0.00650478608382	1673.10895111	9957	0.145183629443	461.330575132	23.8193230893	2954.64690658	4	0	0					
A24	1	0	1996	11.129258517	0.293086172345	0.00399170360174	0.000347063099167	1182.85423294	631	0.133944040579	474.077266295	38.8621236133	2940.90261018	4	0	0					
B01	1	0	2050	68.8775609756	2.60390243902	0.0226701515877	0.00352845242054	1345.92643777	5674	0.133723508781	335.498776202	26.672541417	2328.15931943	4	0	0					
