Well	Plane	Timepoint	Cell Selected - Number of Objects	Cell Selected - Total Spot Area - Mean per Well	Cell Selected - Number of Spots - Mean per Well	Cell Selected - Relative Spot Intensity - Mean per Well	Cell Selected - Number of Spots per Area of Cytoplasm - Mean per Well	Cell Selected - Intensity Cytoplasm Mean - Mean per Well	Spots Selected - Number of Objects	Spots Selected - Relative Spot  Intensity - Mean per Well	Spots Selected - Corrected Spot  Intensity - Mean per Well	Spots Selected - Spot Area [px²] - Mean per Well	Spots Selected - Intensity Spot Mean - Mean per Well	Number of Analyzed Fields	Height [µm]	Time [s]	Compound	Concentration	Cell Type	Cell Count	
A01	1	0	1830	118.293442623	4.36557377049	0.0489235621634	0.00635730020417	2407.59032093	8698	0.146187497219	647.12547504	27.5106921131	4132.61578437	4	0	0					
A02	1	0	2395	9.85010438413	0.303131524008	0.00388901249693	0.000385919808389	1008.48695899	773	0.130036287412	415.070084897	32.6429495472	2490.32477749	4	0	0					
A03	1	0	2339	7.90508764429	0.252672082086	0.00254946098885	0.00032063647869	929.728337037	641	0.120966231055	257.446577422	31.5522620905	1779.45089638	4	0	0					
A04	1	0	930	50.8333333333	1.55161290323	0.0101674201456	0.00152206761357	1226.31244167	1545	0.116958622613	235.534268479	33.2867313916	1824.67886895	4	0	0					
A05	1	0	2581	8.9019759783	0.235567609454	0.00306343625049	0.000318607794433	1026.48873616	655	0.125038616975	354.972080731	37.9984732824	2241.84601023	4	0	0					
A06	1	0	2355	9.29384288747	0.264118895966	0.00297228605435	0.000333245129492	1041.32623524	672	0.121640383517	280.553187609	35.306547619	2019.32760719	4	0	0					
A07	1	0	2410	84.5614107884	3.44149377593	0.0394127813522	0.00508658903703	1672.32785572	8942	0.149370257034	569.372953528	24.7815924849	3412.17293806	4	0	0					
A08	1	0	1984	18.8865927419	0.469254032258	0.00465877918735	0.000520902151808	1274.62698938	1025	0.121190295196	325.593251017	41.672195122	2394.7771951	4	0	0					
A09	1	0	2434	9.05094494659	0.237058340181	0.00323082732396	0.000297996555083	1204.49220934	600	0.130461639032	422.83798434	38.6233333333	2654.04905789	4	0	0					
A10	1	0	2344	8.77815699659	0.232935153584	0.00365306409125	0.000290972860737	1245.35847122	595	0.130595309562	516.790910335	38.1008403361	3186.12251732	4	0	0					
A11	1	0	2371	10.657528469	0.32644453817	0.00314158161225	0.000425584765436	1154.85005338	844	0.119990243566	309.355898857	34.0924170616	2187.22447068	4	0	0					
A12	1	0	1368	11.975877193	0.274122807018	0.00397690164646	0.000323303651638	1105.98034377	406	0.131261888903	380.89322963	45.6871921182	2431.81971911	4	0	0					
A13	1	0	2408	7.17566445183	0.238787375415	0.00245633590356	0.000303289837372	1063.24305758	613	0.125393311772	306.309664521	30.132137031	2151.01265948	4	0	0					
A14	1	0	2493	8.42639390293	0.236662655435	0.00253186095196	0.000311231295721	1086.57119531	629	0.123126874721	288.531775856	36.0620031797	2083.37675297	4	0	0					
A15	1	0	2471	5.55605018211	0.131121003642	0.00210550198455	0.000180210477508	1093.6625188	362	0.129021925783	383.568930412	42.4613259669	2465.96940511	4	0	0					
A16	1	0	2418	9.23366418528	0.253515301902	0.00340262729388	0.000330108423391	1216.88031181	652	0.12847796461	367.700337827	36.7745398773	2372.63902962	4	0	0					
A17	1	0	2252	10.7739786856	0.274422735346	0.00359151047352	0.000348250834283	1032.72210235	680	0.128161887871	358.82884175	39.8029411765	2288.49338143	4	0	0					
A18	1	0	2368	8.72761824324	0.25	0.00315958626112	0.000305351591553	1027.38416091	644	0.131285145142	353.945530788	35.7593167702	2260.61011251	4	0	0					
A19	1	0	2541	12.2062180244	0.373081463991	0.00394191806363	0.000515748190124	989.092494726	1024	0.119615104014	243.464878625	33.0556640625	1809.23915224	4	0	0					
A20	1	0	2442	82.2190827191	3.16707616708	0.0297371682444	0.00433139026634	1336.01069401	8291	0.132756049625	355.862237136	26.20142323	2507.65752459	4	0	0					
A21	1	0	2355	8.22080679406	0.219532908705	0.00287636737692	0.000276429502918	1050.51269713	554	0.127457584458	348.463537717	37.714801444	2265.77556721	4	0	0					
A22	1	0	2474	8.78860145513	0.248989490703	0.00285969673746	0.000312633345366	958.669792873	666	0.126824118328	293.844955123	35.8228228228	2006.83721682	4	0	0					
A23	1	0	2063	127.32331556	5.49975763451	0.0589227117763	0.00796945501857	1862.61387428	12182	0.154621255033	568.586731685	23.4201280578	3417.75804729	4	0	0					
A24	1	0	2182	9.45921173236	0.249770852429	0.00343422920507	0.000300984193455	1014.12005979	586	0.133948061331	402.491080979	38.1689419795	2489.20185097	4	0	0					
B01	1	0	1932	131.995341615	4.72308488613	0.0629101358858	0.0072126586475	1814.32596308	9720	0.153324410561	539.022129219	28.2698559671	3273.95838894	4	0	0					
B02	1	0	2051	7.89663578742	0.222330570453	0.00299884536721	0.000283738813462	991.912185372	495	0.131693955606	364.953884949	36.3252525253	2211.73620384	4	0	0					
B03	1	0	2134	8.01265229616	0.193533270853	0.00316767416115	0.000286839923827	989.191239859	448	0.132264677683	359.726597228	41.4352678571	2211.80356256	4	0	0					
B04	1	0	1983	20.3988905698	0.555219364599	0.00442531684687	0.000579578084858	976.301855939	1243	0.123179568644	244.185016858	37.6468222043	1765.11545224	4	0	0					
B05	1	0	2298	8.41862489121	0.253698868581	0.00292365046478	0.000330489199554	958.315755749	634	0.12334441374	287.122551332	33.1025236593	2016.96242613	4	0	0					
B06	1	0	2122	9.4684260132	0.264373232799	0.0031174096188	0.000332083786839	992.741732532	607	0.12666241471	297.222272299	35.6144975288	1991.6299167	4	0	0					
B07	1	0	2066	9.65972894482	0.246369796709	0.00320764810594	0.000299134694499	984.013188885	545	0.123281848884	315.12278496	39.3027522936	2108.7785671	4	0	0					
B08	1	0	2371	8.41164065795	0.204555040067	0.0030347111823	0.000287501932326	1040.78560143	522	0.125035470833	341.858033096	41.4808429119	2218.61986542	4	0	0					
B09	1	0	2297	15.3282542447	0.494993469743	0.00479029865338	0.000651195606865	1074.65397926	1238	0.123209093118	320.703848766	31.3836833603	2220.72966336	4	0	0					
B10	1	0	1789	11.0508664058	0.294019005031	0.00417231422077	0.000315308081766	1038.66905239	570	0.135540463179	384.601310196	37.4561403509	2299.40331929	4	0	0					
B11	1	0	2271	8.93879348305	0.293703214443	0.00340842432993	0.000377965027594	1048.64079045	728	0.131899997687	393.291062759	30.6304945055	2441.73974351	4	0	0					
B12	1	0	2203	17.2364956877	0.710394916024	0.00502529613053	0.000892794331026	1062.4850642	1705	0.123320991155	262.340031437	24.495601173	1910.44410018	4	0	0					
B13	1	0	983	15.4211597152	0.30518819939	0.00539504580974	0.000434519275857	1084.70478366	332	0.137571357705	374.679868407	50.5602409639	2275.552678	4	0	0					
B14	1	0	2056	105.516536965	4.37402723735	0.0791733142105	0.00671657457031	2760.66470507	9724	0.161095914579	1210.49910794	24.2474290415	7045.58159648	4	0	0					
B15	1	0	2258	10.4269264836	0.306908768822	0.00306837133976	0.000379825419303	1047.46058509	738	0.120784306196	268.367943321	34.5758807588	1940.59447664	4	0	0					
B16	1	0	2165	95.9210161663	4.02309468822	0.040901202678	0.00566001848294	1672.07742144	9355	0.143726863507	493.607082395	24.0760021379	3094.80942421	4	0	0					
B17	1	0	2238	7.77479892761	0.202859696157	0.00247044054095	0.00026260418128	1053.4641032	503	0.12456362807	313.99499036	38.37972167	2128.7027338	4	0	0					
B18	1	0	2297	8.17675228559	0.253373966043	0.00242801261224	0.000314916729172	968.61006417	626	0.124299340902	286.693373653	32.5207667732	1976.43804594	4	0	0					
B19	1	0	2294	9.53705318221	0.242807323452	0.00331468162995	0.000311220208693	987.177805963	608	0.125262125273	296.672937068	39.6299342105	1991.9538286	4	0	0					
B20	1	0	2307	9.57260511487	0.26441265713	0.00324864254914	0.000353339316866	998.901084138	674	0.126185720985	313.655547912	36.2922848665	2087.03497435	4	0	0					
B21	1	0	2280	9.75570175439	0.289473684211	0.00317889824976	0.000376653086852	955.501602491	713	0.12078215039	267.273853606	34.4263674614	1914.48862883	4	0	0					
B22	1	0	2287	9.00568430258	0.270660253607	0.00347708417598	0.000338698043769	1003.87222109	675	0.131005965721	376.247429328	34.0192592593	2348.1526651	4	0	0					
B23	1	0	2269	111.091670339	4.91405905685	0.04565798633	0.00687617328413	1513.45829494	11991	0.147913226266	430.519349611	22.8295388208	2708.49242705	4	0	0					
B24	1	0	2223	9.05398110661	0.240215924426	0.00333018972977	0.000302971594569	1031.1268056	590	0.132277776482	347.923521242	38.3254237288	2182.62569481	4	0	0					
C01	1	0	2140	128.291121495	5.04112149533	0.0601879477024	0.00755083080535	1781.34698093	11625	0.154045860513	545.119349757	25.6700215054	3281.24439007	4	0	0					
C02	1	0	2155	7.9252900232	0.213921113689	0.0026073397045	0.000272764679369	972.745791973	509	0.121972046603	305.907037457	38.0726915521	1997.10894156	4	0	0					
C03	1	0	1315	8.93384030418	0.15969581749	0.00356716163574	0.000183180242289	848.674039981	230	0.14958642911	415.199574029	57.2217391304	2279.69089626	4	0	0					
C04	1	0	2353	8.72418189545	0.251168720782	0.00337339232689	0.000348633416085	969.846303176	645	0.127467844401	319.131143163	35.5813953488	2046.00568827	4	0	0					
C05	1	0	2187	60.598079561	2.42203932327	0.0223394890968	0.0035649394893	1183.74096294	5796	0.136962862931	314.939400692	25.1626984127	2126.37248797	4	0	0					
C06	1	0	1988	8.98088531187	0.284205231388	0.00276130824306	0.000379460218376	1059.53847894	617	0.122648976926	303.831358175	32.0275526742	2188.97483837	3	0	0					
C07	1	0	2288	22.7093531469	0.583479020979	0.00614197747653	0.000703884473192	963.829940814	1457	0.119041741856	247.108147792	39.2635552505	1806.02740547	4	0	0					
C08	1	0	1834	111.010359869	3.75027262814	0.0802600362047	0.00601818717063	2188.96229965	7409	0.166392733479	920.99149603	29.6214063976	5000.2279735	4	0	0					
C09	1	0	2390	8.65983263598	0.254811715481	0.00326483228075	0.00032921945496	1055.98013101	659	0.128751509219	384.159682665	33.908952959	2410.92190151	4	0	0					
C10	1	0	2291	12.2199912702	0.296813618507	0.00379611651396	0.000385784436947	1079.99660588	738	0.125942777123	303.917881618	41.7032520325	2087.39956183	4	0	0					
C11	1	0	2279	8.19394471259	0.22992540588	0.00275444911078	0.000294599625328	1039.08892518	571	0.126868004922	344.954445527	35.8283712785	2221.0034884	4	0	0					
C12	1	0	2313	7.60570687419	0.212278426286	0.00230486458348	0.000271261463223	1019.04253787	540	0.121457538506	272.032420631	36.0407407407	1949.11157324	4	0	0					
C13	1	0	2116	7.45604914934	0.20415879017	0.00227968366294	0.000261427222157	1110.53364339	457	0.125455097837	314.937804525	36.8205689278	2172.67641224	4	0	0					
C14	1	0	2265	7.39381898455	0.211479028698	0.00237059723134	0.000272904076696	1025.63824384	522	0.125481105123	307.660393844	35.5804597701	2075.97988352	4	0	0					
C15	1	0	2283	9.99956197985	0.300043802015	0.00328204517567	0.000402445316753	1037.81965421	744	0.121373248134	281.583217497	33.811827957	1993.49383386	4	0	0					
C16	1	0	2364	8.17089678511	0.219966159052	0.00307226931964	0.000282453505753	1055.76789031	569	0.12708756843	393.737647644	37.8224956063	2526.72200275	4	0	0					
C17	1	0	2375	8.27747368421	0.244210526316	0.00249805411725	0.000324514034713	1023.44963402	619	0.121398670388	283.480578274	33.7722132472	2025.9454563	4	0	0					
C18	1	0	2401	7.43440233236	0.221574344023	0.00241284083902	0.000298759917161	1002.31778897	569	0.124179498552	275.55946044	34.0808435852	1895.26388261	4	0	0					
C19	1	0	2278	18.3972783143	0.532045654083	0.00662370595985	0.00067592053818	1001.51192902	1289	0.140356273972	318.403910773	34.967416602	2041.11148421	4	0	0					
C20	1	0	773	18.1397153946	0.313065976714	0.0087762396522	0.000414487752036	946.31525259	256	0.170762689273	514.921526343	59.46484375	2580.75589296	4	0	0					
C21	1	0	2321	7.79793192589	0.282636794485	0.00249798601523	0.000380264332176	977.969991466	731	0.118944546949	272.677940925	27.8071135431	1921.22641025	4	0	0					
C22	1	0	2254	8.50532386868	0.27240461402	0.00262169174174	0.00032968538394	1027.2480794	656	0.120993056605	291.856708023	31.2957317073	2025.19888017	4	0	0					
C23	1	0	2117	104.823334908	4.44260746339	0.0410513752696	0.00621241132111	1500.4529524	10162	0.144659642434	423.091316971	23.7389293446	2721.3851583	4	0	0					
C24	1	0	2444	8.42798690671	0.247545008183	0.00245218271218	0.000309962024037	921.314433021	649	0.11995065356	236.508101039	34.2989214176	1700.61462329	4	0	0					
D01	1	0	2098	111.773593899	4.11248808389	0.0492091201501	0.00578121102439	2098.44274708	9277	0.148253211718	621.304504719	27.3747978872	3882.47697736	4	0	0					
D02	1	0	2290	113.069868996	4.58908296943	0.0503552030198	0.00695372392923	1557.78195862	11251	0.150385207146	456.943580822	24.9329837348	2829.5426535	4	0	0					
D03	1	0	1786	71.4742441209	3.03639417693	0.0286782878063	0.00458345696462	1159.82070291	5896	0.142842977831	322.860535582	23.7864654003	2099.42268579	4	0	0					
D04	1	0	1691	8.8681253696	0.230632761679	0.00404829540436	0.000305579077833	926.833687527	427	0.132467357372	355.392950687	38.7166276347	2173.08824702	4	0	0					
D05	1	0	2329	10.17947617	0.279948475741	0.00342825191651	0.000359048955266	975.289640954	701	0.127569236594	313.192940279	36.9472182596	2061.70389103	4	0	0					
D06	1	0	1950	22.8743589744	0.826153846154	0.00694324660291	0.00104612734405	1140.0185363	1709	0.123025354119	291.619777769	27.8291398479	2132.56914453	3	0	0					
D07	1	0	2120	9.38113207547	0.275	0.00321855077673	0.000350614622887	1000.53144539	633	0.127667040107	351.58015852	34.7361769352	2174.88524025	4	0	0					
D08	1	0	2224	8.61465827338	0.255845323741	0.00309531970237	0.000323638960685	1015.49958327	604	0.128700944008	334.438607511	33.630794702	2160.51660264	4	0	0					
D09	1	0	2292	9.12783595113	0.23167539267	0.00262702255778	0.000289627231671	1030.16728179	579	0.124112099669	274.172769732	39.4594127807	1877.69805584	4	0	0					
D10	1	0	2133	6.98171589311	0.211439287389	0.00256268821799	0.000286336168678	1058.03028128	500	0.126907305927	361.79774228	33.304	2283.51427583	4	0	0					
D11	1	0	2137	104.577445016	4.71080954609	0.0488002617069	0.00650762242894	1847.39612019	10982	0.147691011482	567.592674758	22.2702604262	3556.07996765	4	0	0					
D12	1	0	2169	35.7971415399	1.36053480867	0.010677479374	0.00182787291875	1151.78153412	3188	0.121585139002	269.947556535	26.4636135508	2011.19579537	4	0	0					
D13	1	0	2154	8.87558031569	0.255338904364	0.00327793544806	0.000317544627982	1104.79592964	597	0.125328550287	371.049923216	35.1541038526	2523.55974733	4	0	0					
D14	1	0	2135	8.61264637002	0.244964871194	0.00268053499814	0.000310105042167	973.170982008	577	0.123167291526	276.841521695	35.705372617	1899.41879776	4	0	0					
D15	1	0	132	21.2803030303	0.348484848485	0.0111297398543	0.000466247365749	1027.1644294	50	0.169427908867	473.946634131	63.16	2488.15786089	4	0	0					
D16	1	0	2259	21.2868525896	0.702080566622	0.00739176149007	0.000975114676552	1131.16723747	1704	0.125985271924	318.997454732	30.6660798122	2231.5499916	4	0	0					
D17	1	0	2048	8.455078125	0.24169921875	0.00229685742179	0.000288748385511	983.983095574	531	0.121554073438	258.648462647	35.3389830508	1860.64343673	4	0	0					
D18	1	0	2124	8.48399246704	0.238700564972	0.00270234310633	0.000300097851612	1005.27173272	551	0.124515531725	299.651345527	35.6061705989	2042.73731356	4	0	0					
D19	1	0	2219	73.5637674628	3.35241099594	0.0248862624089	0.00459868365553	1278.09533252	7956	0.135468387412	325.523349249	22.2386877828	2242.23617664	4	0	0					
D20	1	0	2065	7.29927360775	0.194188861985	0.00233965915359	0.000252283415047	969.58933404	444	0.125974007759	287.733651671	37.2252252252	1893.44559582	4	0	0					
D21	1	0	2154	7.739090065	0.22330547818	0.0023373163654	0.000299245558841	922.532356501	530	0.120903009081	234.186380704	35.2358490566	1691.57379388	4	0	0					
D22	1	0	2360	7.85550847458	0.220338983051	0.00233925505604	0.00027802149866	976.333303623	570	0.122754230717	288.959188621	35.8912280702	1978.18263768	4	0	0					
D23	1	0	2120	107.098584906	4.63773584906	0.0464407950457	0.00641616706603	1591.28097837	10700	0.147859893431	488.589599068	23.3056074766	3071.15488668	4	0	0					
D24	1	0	2108	109.308349146	4.47485768501	0.0454687179926	0.00650615498238	1707.53700609	10127	0.145404563211	476.917126795	24.6417497778	3043.8477954	4	0	0					
E01	1	0	2339	69.09277469	2.00042753313	0.0241526180155	0.0027690153929	1272.04961846	5009	0.127318997059	312.428267348	34.6831702935	2297.48944444	4	0	0					
E02	1	0	2139	117.422627396	5.01168770453	0.0544466081794	0.00727462312482	1582.64919307	11599	0.154423357401	489.885807945	23.5459953444	2947.82528314	4	0	0					
E03	1	0	2331	44.8961818962	1.80523380523	0.0135654504272	0.00238977939362	1117.70378934	4500	0.126763341336	253.670334834	25.0935555556	1872.40731399	4	0	0					
E04	1	0	1714	8.11960326721	0.22170361727	0.00311144085611	0.000280428045867	895.727970188	421	0.131153357395	301.871445415	37.0902612827	1799.70017948	4	0	0					
E05	1	0	2322	8.63867355728	0.251507321275	0.00313304270881	0.000336099439312	950.006008592	638	0.122710912665	317.637134445	34.9984326019	2088.28127246	4	0	0					
E06	1	0	2353	8.73608159796	0.236719082023	0.00279740167025	0.000291579316426	1026.97426558	602	0.12161880356	333.837285159	37.0714285714	2288.36883246	4	0	0					
E07	1	0	2094	8.0787965616	0.253581661891	0.00289290366939	0.000318452313229	978.234852643	581	0.127960502282	355.244069721	32.1325301205	2282.90165064	4	0	0					
E08	1	0	2436	6.92446633826	0.209359605911	0.00254174795744	0.000271140434153	1022.75568649	553	0.128062510425	337.224724507	33.1627486438	2169.46499773	4	0	0					
E09	1	0	2358	8.26293469042	0.24342663274	0.00261065109208	0.000300705137484	1049.12972599	627	0.121859057119	298.944102358	34.9346092504	2008.24033524	4	0	0					
E10	1	0	2289	8.02271734382	0.238968982088	0.00268166398104	0.000306484450441	1028.45446603	590	0.124798253629	305.673839255	33.9779661017	2096.69583781	4	0	0					
E11	1	0	2223	13.8740440846	0.410706252812	0.00496795427397	0.000572635363484	1054.55513482	974	0.121775322567	292.13806084	34.0308008214	2064.71179568	4	0	0					
E12	1	0	1086	20.2127071823	0.59576427256	0.00488627254109	0.000584864273398	1063.89263388	685	0.11798509596	266.143077596	33.997080292	1941.62510245	4	0	0					
E13	1	0	2312	7.68771626298	0.227076124567	0.00248880237267	0.000297081933121	1046.00285079	564	0.11892689103	308.777140648	34.8404255319	2157.91594067	4	0	0					
E14	1	0	2309	35.1030749242	1.40796881767	0.00929077347955	0.00176585346286	1182.54246356	3464	0.119635833666	259.233982059	25.0848729792	2014.58019467	4	0	0					
E15	1	0	2254	8.8123336291	0.250665483585	0.00349445483059	0.000303514508215	1053.40508021	600	0.131322787885	383.415501117	35.7133333333	2344.96998373	4	0	0					
E16	1	0	2333	60.854264895	2.54736390913	0.0193059134265	0.00339287112659	1262.22515715	6476	0.130063622233	301.368589588	24.0213094503	2172.63510479	4	0	0					
E17	1	0	2335	11.1653104925	0.289935760171	0.00434840938862	0.000411334837479	1039.92582629	735	0.127988186555	352.882968049	39.1115646259	2327.326548	4	0	0					
E18	1	0	2192	9.41104014599	0.241788321168	0.0032403522317	0.00032116662204	1047.70902146	580	0.123924419526	375.922817049	39.874137931	2461.15113426	4	0	0					
E19	1	0	2283	9.49934296978	0.266754270696	0.00292466047256	0.000338118231097	979.822686828	654	0.122772318602	304.774048414	36.0642201835	2053.51964189	4	0	0					
E20	1	0	2201	9.44525215811	0.31849159473	0.00339128705276	0.000423933858877	972.526955996	750	0.125159463358	308.635031308	29.9693333333	2011.89869283	4	0	0					
E21	1	0	2362	8.94369178662	0.237933954276	0.00300937819323	0.000323873599799	945.731653963	603	0.123436411111	266.117765065	37.9552238806	1826.68246466	4	0	0					
E22	1	0	2238	11.9705093834	0.381143878463	0.00381926571639	0.000500807806207	916.943007182	902	0.121684018638	235.881448875	31.8824833703	1704.50149586	4	0	0					
E23	1	0	2263	62.2165267344	2.23022536456	0.0194211629629	0.00289594215622	1159.65368329	5474	0.12488246563	276.841821521	28.1302521008	2097.77624645	4	0	0					
E24	1	0	2026	110.774432379	4.62142152024	0.0471145443484	0.00670140369987	1764.26730707	10155	0.146371942292	496.143308159	24.1743968488	3143.04202617	4	0	0					
F01	1	0	2167	8.78172588832	0.23904014767	0.00308041335043	0.000313987857963	887.545294999	554	0.124164500403	277.3371829	37.2490974729	1943.9939595	4	0	0					
F02	1	0	2207	72.8305391935	3.08110557318	0.0249143613834	0.0042745180857	1211.99474853	7304	0.136850853618	314.228293513	23.8399507119	2132.95580276	4	0	0					
F03	1	0	2160	9.60648148148	0.266203703704	0.00308844806523	0.000334833847929	908.49459321	619	0.121098797194	244.938608059	36.0306946688	1742.18058627	4	0	0					
F04	1	0	2290	8.38340611354	0.238864628821	0.00259550989948	0.000309016796982	955.042525511	587	0.117323179109	251.062786447	35.1413969336	1838.00392141	4	0	0					
F05	1	0	1753	16.28693668	0.432401597262	0.00297494647821	0.000368254853251	970.437024404	911	0.123757016584	251.462630649	38.0362239297	1798.48518813	4	0	0					
F06	1	0	1984	8.37449596774	0.268649193548	0.00279532212856	0.000342988235653	965.705379736	575	0.122006391511	275.776003587	31.3617391304	1935.56835598	4	0	0					
F07	1	0	6	88.5	1	0.0518511694917	0.0011452112182	2659.27957726	43	0.159297484341	546.862819014	40.1395348837	2625.51710604	4	0	0					
