Batch nr,Compound ID,finalConc_nM,yMean,yStd,inhibition
BA1064053,CBK011696C,250.0,8.739472562383334,15.41542501496691,-1.34930554754209
BA1064053,CBK011696C,500.0,8.285943349473333,19.5312064207936,-1.675812484362571
BA1064053,CBK011696C,1000.0,9.707746115453332,15.37861955280046,-0.6522213844544211
BA1064053,CBK011696C,2500.0,13.90968908783333,33.58060935554388,2.372861652210878
BA1064053,CBK011696C,5000.0,38.40477664536667,79.27969593757774,20.00748314493298
BA1064053,CBK011696C,10000.0,119.849798838,22.94198933519993,78.64177606019666
