Well,Plane,Timepoint,Cell Selected - Number of Objects,Cell Selected - Total Spot Area - Mean per Well,Cell Selected - Number of Spots - Mean per Well,Cell Selected - Relative Spot Intensity - Mean per Well,Cell Selected - Number of Spots per Area of Cytoplasm - Mean per Well,Cell Selected - Intensity Cytoplasm Mean - Mean per Well,Spots Selected - Number of Objects,Spots Selected - Relative Spot  Intensity - Mean per Well,Spots Selected - Corrected Spot  Intensity - Mean per Well,Spots Selected - Spot Area [px²] - Mean per Well,Spots Selected - Intensity Spot Mean - Mean per Well,Number of Analyzed Fields,Height [µm],Time [s],Compound,Concentration,Cell Type,Cell Count,
A01,1,0,2167,11.179972312,0.386248269497,0.00372487587291,0.000393673786159,943.323995819,940,0.131306781564,291.337563769,28.8425531915,1848.55664633,4,0,0,,,,,
A02,1,0,2196,44.106557377,1.73360655738,0.00935905344014,0.00182650572627,1047.3309336,4153,0.118724343048,216.303265025,25.5516494101,1704.87493204,4,0,0,,,,,
A03,1,0,2162,25.9555966698,1.03237742831,0.00635044366857,0.00115572919874,1091.28815992,2434,0.117559778438,232.047058294,25.4613804437,1803.86787313,4,0,0,,,,,
A04,1,0,2229,15.6707043517,0.547779273217,0.00445918054468,0.000590592965665,997.173157856,1335,0.124483675883,272.683196028,28.7588014981,1874.11831083,4,0,0,,,,,
A05,1,0,2159,9.8485409912,0.306623436776,0.00324704772926,0.000350641545944,1062.105176,748,0.133985458553,339.393214591,32.5093582888,2133.6175076,4,0,0,,,,,
A06,1,0,2122,121.020263902,5.07068803016,0.0388815320087,0.00589731864534,1674.26969096,11578,0.139593659085,451.492335462,23.9952496113,2955.32825738,4,0,0,,,,,
A07,1,0,2107,52.3393450403,2.01993355482,0.0128393738042,0.0022518231205,1180.42794175,4639,0.123568418416,264.097586219,26.2095279155,1988.99773039,4,0,0,,,,,
A08,1,0,2305,9.70498915401,0.303687635575,0.00343406853754,0.000321571783906,991.105456161,773,0.130258059922,325.56542224,32.3001293661,2113.83240194,4,0,0,,,,,
A09,1,0,2256,8.72828014184,0.285017730496,0.00261531970371,0.000300250232337,1064.69024282,703,0.130680448731,321.422133132,30.8819345661,2108.6413193,4,0,0,,,,,
A10,1,0,2016,7.97172619048,0.299107142857,0.00248907527249,0.000337867164453,1072.40363355,653,0.123663393685,300.090659059,27.0444104135,2094.61464602,4,0,0,,,,,
A11,1,0,2024,10.1793478261,0.332015810277,0.00382492651798,0.000362267097918,1067.99052022,738,0.134757016801,360.177313374,30.9850948509,2226.48725949,4,0,0,,,,,
A12,1,0,1738,179.242232451,5.58860759494,0.0880689991608,0.00734557833595,3617.49754168,10331,0.15386520682,1088.8301409,32.3858290582,6664.55524281,4,0,0,,,,,
A13,1,0,1861,172.792584632,6.50456743686,0.0731976751351,0.00791743996653,2990.34305453,13302,0.146813411367,841.454897286,26.8344609833,5403.87857349,4,0,0,,,,,
A14,1,0,2122,53.4467483506,1.57115928369,0.0141189257471,0.00171504909635,1608.17422666,3631,0.123375585912,437.876030301,34.2327182594,3069.40089866,4,0,0,,,,,
A15,1,0,2029,17.6623952686,0.743716116313,0.00567118041002,0.000814591826424,1266.63387716,1648,0.135782655879,421.913341114,24.0764563107,2521.29970556,4,0,0,,,,,
A16,1,0,2031,21.0841949778,0.723781388479,0.00622255660644,0.000786236787833,1134.82760812,1626,0.135545411183,352.420586126,29.2742927429,2223.71799192,4,0,0,,,,,
A17,1,0,2114,13.2327341533,0.44087038789,0.00320751171699,0.000440188020005,1103.37967363,1046,0.125876382773,291.149813302,30.275334608,2010.50530675,4,0,0,,,,,
A18,1,0,1962,172.661060143,7.08154943935,0.0647462784831,0.0080174404748,2628.04920535,15285,0.145699321437,729.35057286,24.5890742558,4728.96611132,4,0,0,,,,,
A19,1,0,1949,156.657773217,6.03232426886,0.0546269957224,0.00666913041783,2145.34704893,12910,0.140818198117,585.905286436,26.1605731991,3844.74597043,4,0,0,,,,,
A20,1,0,1880,60.9792553191,2.37287234043,0.0207087928194,0.00268471058932,1326.33271701,4841,0.137323151923,446.355220779,26.0937822764,2799.48146431,4,0,0,,,,,
A21,1,0,1868,20.2655246253,0.741434689507,0.00514800302998,0.000776728101217,1112.09785223,1507,0.121427069413,282.724389633,27.5520902455,2049.1496122,4,0,0,,,,,
A22,1,0,2035,12.4044226044,0.449631449631,0.00321460197351,0.000499890410428,994.247909935,988,0.119598403036,242.474956986,28.1153846154,1785.93719174,4,0,0,,,,,
A23,1,0,2077,13.5450168512,0.456427539721,0.00324723374996,0.000511141679935,970.449008308,1044,0.118125962429,214.862910234,30.1159003831,1657.40694204,4,0,0,,,,,
A24,1,0,2067,9.04160619255,0.356555394291,0.00223560059256,0.000386459210326,1006.69380403,840,0.11974878017,221.368937536,25.4785714286,1660.96635815,4,0,0,,,,,
B01,1,0,2167,12.4970004615,0.418550992155,0.0031877802864,0.000460633345584,879.190380496,1004,0.121251117062,218.309937562,30.3804780876,1588.51198801,4,0,0,,,,,
B02,1,0,2212,14.0596745027,0.514014466546,0.00364708451452,0.000540906019085,960.783795806,1242,0.123343946881,254.520848336,27.4460547504,1774.68492977,4,0,0,,,,,
B03,1,0,2192,12.1309306569,0.507299270073,0.00367719300441,0.000562952362427,931.388699684,1212,0.121955473954,246.342003686,23.9150165017,1702.49176753,4,0,0,,,,,
B04,1,0,2015,10.2282878412,0.317121588089,0.00322255921797,0.00035579687059,1045.91721366,685,0.129572909738,311.682967355,32.2569343066,2043.54150818,4,0,0,,,,,
B05,1,0,2115,8.81323877069,0.350354609929,0.00225409237695,0.000381158601383,939.996084474,829,0.12188292301,224.69554797,25.5150784077,1600.25748056,4,0,0,,,,,
B06,1,0,2153,12.3204830469,0.451927542963,0.00326821534415,0.000448797830045,976.026579456,1070,0.12483369912,265.611792552,27.4551401869,1813.75165366,4,0,0,,,,,
