Well,Plane,Timepoint,Cell Selected - Number of Objects,Cell Selected - Total Spot Area - Mean per Well,Cell Selected - Number of Spots - Mean per Well,Cell Selected - Relative Spot Intensity - Mean per Well,Cell Selected - Number of Spots per Area of Cytoplasm - Mean per Well,Cell Selected - Intensity Cytoplasm Mean - Mean per Well,Spots Selected - Number of Objects,Spots Selected - Relative Spot  Intensity - Mean per Well,Spots Selected - Corrected Spot  Intensity - Mean per Well,Spots Selected - Spot Area [px²] - Mean per Well,Spots Selected - Intensity Spot Mean - Mean per Well,Number of Analyzed Fields,Height [µm],Time [s],Compound,Concentration,Cell Type,Cell Count,
A01,1,0,2160,15.1694444444,0.426388888889,0.00389632855182,0.000361013941382,1051.92664123,1005,0.13036049401,326.385445834,35.7542288557,2095.64073964,4,0,0,,,,,
A02,1,0,1580,50.1436708861,1.70569620253,0.0118980146775,0.00172850535021,1180.78045285,3009,0.12649137795,296.288897559,29.3074111,2118.79503704,3,0,0,,,,,
A03,1,0,2204,15.2735934664,0.55444646098,0.00351035188977,0.000578592814495,1001.22780176,1322,0.119596990541,231.068743468,27.8903177005,1728.09892079,4,0,0,,,,,
A04,1,0,2288,14.2832167832,0.538024475524,0.00368945691417,0.000555233339785,968.343337247,1317,0.121543027592,236.21634509,26.7790432802,1691.90096198,4,0,0,,,,,
A05,1,0,2253,12.1220594763,0.388371060808,0.00379074732564,0.000426778076426,1011.52836111,988,0.126222255521,301.16872322,31.2125506073,2036.11116186,4,0,0,,,,,
A06,1,0,2265,12.6622516556,0.41059602649,0.00356344249451,0.000450223871639,985.127555602,1034,0.123251683091,255.18802904,30.8259187621,1766.13475602,4,0,0,,,,,
A07,1,0,2196,79.2850637523,2.84426229508,0.0203171169015,0.00317236338,1373.39629702,6817,0.126203849306,329.04595147,27.9719818102,2395.68448223,4,0,0,,,,,
A08,1,0,2306,38.199045967,1.27666955768,0.00943421090922,0.001340871594,1135.21293427,3192,0.123882280135,291.448031438,30.1503759398,2079.20227504,4,0,0,,,,,
A09,1,0,2399,13.3443101292,0.435598165902,0.00413410725315,0.000477150411384,1129.0822893,1159,0.130212914552,327.95799653,30.8636755824,2182.7184919,4,0,0,,,,,
A10,1,0,2143,11.3588427438,0.31684554363,0.00328500356806,0.000324258731607,1048.43384846,760,0.130534585762,346.159245694,36.1894736842,2193.06893931,4,0,0,,,,,
A11,1,0,2213,9.98328061455,0.30230456394,0.00292752749098,0.000320703151598,1050.62825471,739,0.124217095522,278.837696455,33.1826792963,1959.77602052,4,0,0,,,,,
A12,1,0,2256,9.75,0.34219858156,0.00279360781254,0.000391589409231,1032.38318369,834,0.121909056359,263.446849092,28.6642685851,1855.17980378,4,0,0,,,,,
A13,1,0,2060,112.319902913,4.66116504854,0.0362115451236,0.00585333645943,1525.64041737,10600,0.138130439535,395.143735569,24.3703773585,2633.54898579,4,0,0,,,,,
A14,1,0,2320,45.1961206897,1.57543103448,0.011702655328,0.00181720061584,1280.30784986,3938,0.125837632048,300.164204019,28.9923819198,2175.76910474,4,0,0,,,,,
A15,1,0,2330,15.3738197425,0.579399141631,0.00465886183667,0.000674879211384,1171.7615598,1478,0.124222278653,301.518137289,26.7090663058,2130.65901464,4,0,0,,,,,
A16,1,0,2350,9.25106382979,0.296170212766,0.00336717143566,0.000348194787504,1200.30326581,770,0.131164113521,361.132096918,31.5935064935,2350.57464268,4,0,0,,,,,
A17,1,0,2387,8.29199832426,0.253037285295,0.00232986975088,0.000283974704362,1073.13219409,645,0.123359865192,272.381639414,33.2682170543,1912.08513377,4,0,0,,,,,
A18,1,0,2377,11.1792175011,0.421119057636,0.00391674067338,0.000442607820909,1155.26052756,1107,0.135877717345,389.871189493,27.0207768744,2364.2396437,4,0,0,,,,,
A19,1,0,1946,63.3591983556,2.80781089414,0.0223474264144,0.00415726462398,1527.75951583,5898,0.131806454368,369.863915127,22.8441844693,2535.41730803,4,0,0,,,,,
A20,1,0,2320,11.0646551724,0.3625,0.00407077769772,0.000460222669397,1295.98379748,914,0.132473514331,387.252472072,30.9376367615,2452.68535504,4,0,0,,,,,
A21,1,0,2339,10.0534416417,0.316802052159,0.00318694714096,0.000343820324599,1138.67813284,825,0.129181317967,329.954561479,31.7478787879,2157.89500101,4,0,0,,,,,
A22,1,0,2370,9.34556962025,0.335443037975,0.00264842087437,0.000359316615616,1110.32199328,871,0.127516407369,282.760739142,27.8094144661,1923.63637191,4,0,0,,,,,
A23,1,0,2335,11.2890792291,0.460385438972,0.00321876378941,0.00048354897504,1041.58138486,1191,0.123799896398,286.262337789,24.5936188077,1941.11894249,4,0,0,,,,,
A24,1,0,2192,10.5565693431,0.376368613139,0.00322382866077,0.000418439834675,1039.2183388,921,0.130357919955,295.239021225,28.4180238871,1933.59690711,4,0,0,,,,,
B01,1,0,2123,14.6622703721,0.434291097504,0.0037488005463,0.000441995194633,925.164602301,1025,0.12212122903,241.294310525,33.516097561,1734.30591622,4,0,0,,,,,
B02,1,0,2183,12.1429225836,0.343563902886,0.00292988384351,0.000329909425838,956.534684772,837,0.125263094537,278.198943825,35.2281959379,1918.43619558,4,0,0,,,,,
B03,1,0,2484,96.2306763285,3.74516908213,0.0288662564369,0.00438959997962,1635.21643705,10200,0.130316129455,387.983465539,25.8574509804,2747.18217881,4,0,0,,,,,
B04,1,0,2179,50.8228545204,1.75585130794,0.0120434409744,0.00190535527675,1279.19604006,4151,0.119636703911,279.249371828,29.0284268851,2132.03975392,4,0,0,,,,,
B05,1,0,2226,27.2637017071,1.00943396226,0.00610643163619,0.00102342857488,1072.1374227,2420,0.117905156877,241.000630803,27.1132231405,1849.34529568,4,0,0,,,,,
B06,1,0,2248,18.384341637,0.64590747331,0.00480523551508,0.000701786967232,1039.06537071,1600,0.120863556064,268.38525487,28.855625,1912.34883587,4,0,0,,,,,
B07,1,0,2405,15.7588357588,0.452390852391,0.00402994095854,0.000488289552176,1002.95105126,1210,0.123422985353,269.191161675,35.194214876,1831.43269895,4,0,0,,,,,
B08,1,0,2057,126.01993194,5.57073407876,0.0487444682107,0.00631791514981,1944.82563316,12348,0.15603993637,693.36753087,22.7840945902,3974.93883921,4,0,0,,,,,
B09,1,0,2244,60.7794117647,2.51916221034,0.0165443871136,0.00271751406183,1238.76603652,6272,0.132990362113,331.60321614,24.3022959184,2235.95088145,4,0,0,,,,,
B10,1,0,2202,19.0386012716,0.63578564941,0.00581578884817,0.000670839886594,1071.42933202,1501,0.130368784649,330.088498281,30.4523650899,2106.21331633,4,0,0,,,,,
B11,1,0,2247,11.1784601691,0.366266132621,0.00335545395196,0.000372032533667,1014.0919341,921,0.129700647587,315.35553932,31.3279044517,2084.92791059,4,0,0,,,,,
B12,1,0,2365,9.64270613108,0.303594080338,0.00287743231874,0.000333868570753,1019.5368481,816,0.125503816558,288.513037515,32.4558823529,1966.22306715,4,0,0,,,,,
B13,1,0,2284,9.55560420315,0.310858143608,0.00282112545202,0.000319581095146,1041.34468149,790,0.129783528865,299.788789188,31.1278481013,1954.0234048,4,0,0,,,,,
B14,1,0,2167,102.461005999,4.07983387171,0.0292911574551,0.00474576972313,1733.47655977,9597,0.132381434159,434.674543449,25.368240075,3026.30984219,4,0,0,,,,,
B15,1,0,2313,13.5719844358,0.460873324687,0.00382383414421,0.000471992135053,1203.12861988,1171,0.12965579629,330.151311586,29.9120409906,2214.57357673,4,0,0,,,,,
B16,1,0,2362,10.4724809483,0.393310753599,0.00279308045418,0.000421729386041,1070.46911291,1010,0.127012027194,284.39216581,27.000990099,1954.73113791,4,0,0,,,,,
