PlateNumber,Group,Well,Kinetic,MeasInfo,MeasTime,Signal,Flashes/Time,Result,
1,1,K20,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:50.303,9092,0.1,90920,
1,1,K21,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:50.494,8816,0.1,88160,
1,1,K22,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:50.686,9132,0.1,91320,
1,1,K23,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:50.878,84,0.1,840,
1,1,K24,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:51.070,8444,0.1,84440,
1,1,L01,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:55.736,8456,0.1,84560,
1,1,L02,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:55.545,8592,0.1,85920,
1,1,L03,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:55.353,8116,0.1,81160,
1,1,L04,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:55.160,7512,0.1,75120,
1,1,L05,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:54.969,8212,0.1,82120,
1,1,L06,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:54.778,8180,0.1,81800,
1,1,L07,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:54.586,9296,0.1,92960,
1,1,L08,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:54.394,9092,0.1,90920,
1,1,L09,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:54.202,9044,0.1,90440,
1,1,L10,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:54.010,8524,0.1,85240,
1,1,L11,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:53.818,7756,0.1,77560,
1,1,L12,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:53.626,8408,0.1,84080,
1,1,L13,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:53.435,8764,0.1,87640,
1,1,L14,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:53.243,7944,0.1,79440,
1,1,L15,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:53.051,8936,0.1,89360,
1,1,L16,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:52.859,8644,0.1,86440,
1,1,L17,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:52.668,8392,0.1,83920,
1,1,L18,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:52.477,8836,0.1,88360,
1,1,L19,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:52.286,9016,0.1,90160,
1,1,L20,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:52.095,8320,0.1,83200,
1,1,L21,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:51.903,7980,0.1,79800,
1,1,L22,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:51.711,8440,0.1,84400,
1,1,L23,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:51.520,84,0.1,840,
1,1,L24,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:51.328,9128,0.1,91280,
1,1,M01,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:55.992,8568,0.1,85680,
1,1,M02,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:56.184,8996,0.1,89960,
1,1,M03,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:56.376,8096,0.1,80960,
1,1,M04,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:56.568,540,0.1,5400,
1,1,M05,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:56.760,8404,0.1,84040,
1,1,M06,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:56.952,8648,0.1,86480,
1,1,M07,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:57.144,7608,0.1,76080,
1,1,M08,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:57.336,8492,0.1,84920,
1,1,M09,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:57.528,8956,0.1,89560,
1,1,M10,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:57.720,8224,0.1,82240,
1,1,M11,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:57.912,8056,0.1,80560,
1,1,M12,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:58.104,8428,0.1,84280,
1,1,M13,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:58.295,8144,0.1,81440,
1,1,M14,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:58.487,8080,0.1,80800,
1,1,M15,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:58.678,8740,0.1,87400,
1,1,M16,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:58.870,8796,0.1,87960,
1,1,M17,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:59.062,8660,0.1,86600,
1,1,M18,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:59.254,7288,0.1,72880,
1,1,M19,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:59.446,8148,0.1,81480,
1,1,M20,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:59.639,8240,0.1,82400,
1,1,M21,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:00:59.831,8268,0.1,82680,
1,1,M22,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:00.023,8308,0.1,83080,
1,1,M23,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:00.214,96,0.1,960,
1,1,M24,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:00.406,8168,0.1,81680,
1,1,N01,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:05.069,8336,0.1,83360,
1,1,N02,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:04.877,8412,0.1,84120,
1,1,N03,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:04.686,8264,0.1,82640,
1,1,N04,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:04.494,8840,0.1,88400,
1,1,N05,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:04.302,8476,0.1,84760,
1,1,N06,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:04.111,8432,0.1,84320,
1,1,N07,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:03.919,8156,0.1,81560,
1,1,N08,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:03.728,8748,0.1,87480,
1,1,N09,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:03.536,8168,0.1,81680,
1,1,N10,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:03.345,8124,0.1,81240,
1,1,N11,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:03.153,7988,0.1,79880,
1,1,N12,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:02.961,7828,0.1,78280,
1,1,N13,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:02.769,9060,0.1,90600,
1,1,N14,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:02.577,8012,0.1,80120,
1,1,N15,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:02.385,8144,0.1,81440,
1,1,N16,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:02.193,8932,0.1,89320,
1,1,N17,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:02.001,8272,0.1,82720,
1,1,N18,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:01.809,8040,0.1,80400,
1,1,N19,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:01.618,8152,0.1,81520,
1,1,N20,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:01.427,7744,0.1,77440,
1,1,N21,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:01.236,7952,0.1,79520,
1,1,N22,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:01.045,8292,0.1,82920,
1,1,N23,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:00.853,84,0.1,840,
1,1,N24,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:00.661,8000,0.1,80000,
1,1,O01,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:05.324,8244,0.1,82440,
1,1,O02,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:05.516,9072,0.1,90720,
1,1,O03,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:05.708,8632,0.1,86320,
1,1,O04,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:05.899,8200,0.1,82000,
1,1,O05,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:06.091,8240,0.1,82400,
1,1,O06,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:06.284,8072,0.1,80720,
1,1,O07,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:06.476,7880,0.1,78800,
1,1,O08,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:06.668,8936,0.1,89360,
1,1,O09,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:06.860,8572,0.1,85720,
1,1,O10,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:07.052,8264,0.1,82640,
1,1,O11,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:07.244,8224,0.1,82240,
1,1,O12,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:07.436,7824,0.1,78240,
1,1,O13,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:07.628,7992,0.1,79920,
1,1,O14,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:07.820,8416,0.1,84160,
1,1,O15,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:08.011,7968,0.1,79680,
1,1,O16,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:08.203,8536,0.1,85360,
1,1,O17,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:08.394,8312,0.1,83120,
1,1,O18,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:08.586,8336,0.1,83360,
1,1,O19,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:08.778,7304,0.1,73040,
1,1,O20,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:08.970,7928,0.1,79280,
1,1,O21,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:09.163,8236,0.1,82360,
1,1,O22,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:09.355,7516,0.1,75160,
1,1,O23,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:09.547,84,0.1,840,
1,1,O24,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:09.738,8624,0.1,86240,
1,1,P01,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:14.403,8328,0.1,83280,
1,1,P02,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:14.211,8324,0.1,83240,
1,1,P03,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:14.020,9500,0.1,95000,
1,1,P04,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:13.828,8252,0.1,82520,
1,1,P05,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:13.636,7480,0.1,74800,
1,1,P06,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:13.443,8056,0.1,80560,
1,1,P07,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:13.252,4232,0.1,42320,
1,1,P08,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:13.060,6672,0.1,66720,
1,1,P09,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:12.869,7964,0.1,79640,
1,1,P10,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:12.677,7192,0.1,71920,
1,1,P11,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:12.486,7696,0.1,76960,
1,1,P12,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:12.294,7640,0.1,76400,
1,1,P13,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:12.102,7740,0.1,77400,
1,1,P14,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:11.910,7604,0.1,76040,
1,1,P15,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:11.718,7992,0.1,79920,
1,1,P16,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:11.526,8156,0.1,81560,
1,1,P17,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:11.334,7708,0.1,77080,
1,1,P18,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:11.142,7424,0.1,74240,
1,1,P19,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:10.950,8196,0.1,81960,
1,1,P20,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:10.759,8116,0.1,81160,
1,1,P21,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:10.568,8024,0.1,80240,
1,1,P22,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:10.377,8380,0.1,83800,
1,1,P23,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:10.186,52,0.1,520,
1,1,P24,0,De=1st Ex=N/A Em=Top Wdw=N/A,00:01:09.994,7608,0.1,76080,
Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Measurement date,
1,1,,14.91,22.32,22.44,25,25.1,22.81,22.74,12/13/2021 1:07:29 PM,


Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,LUM 01sec,0,0,0.1,00:00:00.000,De=1st Ex=N/A Em=Top Wdw=N/A,


Basic assay information 
Assay ID: ,,,,4534
Assay Started: ,,,,12/13/2021 1:06:11 PM
Assay Finished: ,,,,12/13/2021 1:07:37 PM
Assay Exported: ,,,,10/18/2023 9:13:20 AM
Protocol ID: ,,,,100289
Protocol Name: ,,,,Cell Titer Glo
Serial#: ,,,,1040940




Exported with EnVision Workstation version 1.12
